Monolayer,Atom_HardnessRB_StDiv,Atom_Inv_Diff_ENARrev_ENGordyRev_Range,Atom_Inv_Diff_ENGordyRev_EA_StDiv,Atom_Inv_Diff_ENGordyRev_IP5_StDiv,Atom_Inv_Diff_ENGordyRev_IP6_StDiv,Atom_Inv_Diff_IP7_IP8_StDiv,Atom_Inv_Mult_EA_ThermalExpansion_Range,Atom_Inv_Mult_IP2_LatticeConstant_Min,Atom_Inv_Mult_SpeedSound_Zeff_Median,Atom_Log_Mult_ENGordyRev_IP6_Range,Atom_Log_Mult_IP7_Period_Range,Atom_Log_Mult_SpeedSound_RadiiCordero08_Median,Atom_Log_Ratio_IP2_IP3_StDiv,Atom_Log_Ratio_IP6_IP7_Max,Atom_Log_Ratio_PoissonRatio_Ntotal_Range,Atom_Mult_EA_dHAtom_Max,Atom_Mult_EA_dHAtom_StDiv,Atom_Mult_EA_dHFus_StDiv,Atom_Mult_IP8_SpeedSound_Min,Atom_Mult_IP8_SpeedSound_StDiv,Atom_Mult_LatticeConstant_Density_StDiv,Atom_Mult_LatticeConstant_RadiiBatsanov_Min,Atom_Mult_ThermalCond_YoungsModule_StDiv,Atom_Ratio_Density_TDebye0_Min,Atom_Ratio_EA_ThermalExpansion_Min,Atom_Ratio_ENARrev_YoungsModule_Min,Atom_Ratio_dHFus_SpeedSound_StDiv,CrystSyst_hexagonal,CrystSyst_trigonal,EState_Dist_Hf_EA,EState_Dist_Ti_ENARrev,EState_Topo_Ni_Zeff,EState_Topo_Pd_Zeff,EState_Topo_Te_dHAtom,Moment_N_f_2,Moment_SpeedSound_1,Moment_TCritical_1,Moment_TCurie_1,Moment_TCurie_3,Moment_ThermalExpansion_1,SG164,SG187,
Cu2H2O4,0.01145,0.0378,0.22721,0.07099,0.06305,0.16668,0,0.21882,0.26021,0.13583,0.13401,0.59322,0.03291,-0.17867,0,0.34788,0.0805,0.04643,0.19471,0.1177,0.12665,0.18939,0,0.00308,0.14014,0.01308,0.05384,0,0,0,0,0,0,0,0,-0.74501,0,0,0,-0.74501,0,0,
Cu2I4O12,0.06695,0.0378,0.21351,0.20952,0.16017,0.11097,0,0.21882,0.48319,0.13583,0.16668,0.56026,0.0225,-0.09766,0,0.34788,0.02064,0.06815,0.19471,0.08737,0.14056,0.3315,0,0.13725,0.14014,0.01308,0.04202,0,0,0,0,0,0,0,0,0.24464,0,0,0,-0.56327,0,0,
Nb3Br8,0.01926,0.00549,0.04866,0.04479,0.06468,0.25734,0,0.28345,0.03202,0.05123,0.05052,0.90637,0.01547,-0.09218,0,0.54578,0.10333,0.01342,0.33255,0,0.03481,0.32576,0,0.16504,0.22915,0.00573,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cr4H4O8,0.06481,0.01477,0.20432,0.10929,0.09991,0.18835,0,0.21487,0.25489,0.16509,0.11448,0.59322,0.04038,-0.33985,0,0.30301,0.0686,0.03958,0.19471,0.27173,0.07675,0.18939,0,0.00308,0.25808,0.00338,0.05408,0,0,0,0,0,0,0,0,-10.85196,0,0,0,-10.85196,0,0,
Nd2Te6,0.07106,0.03336,0.05901,0.00885,0.07599,0.07,0,0.28808,0.08993,0.0063,0.00609,0.85814,0.06965,-0.09794,0,0.32337,0.12086,0.09776,0.18664,0.03274,0.00962,0.41171,0.00314,0.2182,0.03158,0.05408,0.06941,0,0,0,0,0,0,175.16667,-14.71949,-1.09936,0,0,0,-1.09936,0,0,
V2Mo2O10,0,0.00935,0.19816,0.16087,0.15014,0.23174,0.01051,0.2392,0.48319,0.1884,0.12292,0.56026,0.04042,-0.09679,0.08014,0.41016,0.04978,0.06443,0.19471,0.16074,0.09109,0.28425,0.2639,0.08139,0.11717,0.0021,0.10352,0,0,0,0,0,0,0,0,1.83345,1.65156,0,0,1.65156,0,0,
Ca2Co4Te6Cl4O16,0.0825,0.01721,0.17378,0.15109,0.16919,0.23839,0.97842,0.18071,0.48319,0.15294,0.20035,0.56032,0.11825,-0.09325,0.33554,0.36708,0.0808,0.08707,0.05042,0.13086,0.08572,0.23049,0.11913,0.03598,0.00206,0.00651,0.21322,0,0,0,0,0,0,-355.5,0,2.33434,0,2.33434,13.72874,2.33434,0,0,
Os1Cl2O1,0.10154,0.00082,0.15554,0.16869,0.16554,0.27959,0,0.19825,0.7416,0.09999,0.20035,0.56038,0.02494,-0.09768,0,0.70825,0.15914,0.08123,0.05042,0.12539,0.23905,0.25161,0,0.25688,0.39544,0,0.27777,0,0,0,0,0,0,0,3.72673,0.13067,0,0,0,0,0,0,
Sn2P2H2O8,0.06985,0.01477,0.10736,0.11659,0.10722,0.16773,0,0.2392,0.48319,0.11951,0.13193,0.56026,0.05114,-0.10654,0,0.30301,0.06215,0.01758,0.19471,0.0257,0.13347,0.18939,0,0.00308,0.09458,0.06068,0.03159,0,0,0,0,0,0,0,0,1.4841,0.23808,0,0,0.23808,0,0,
Nb1Te2,0.00559,0.00377,0.08938,0.05162,0.14866,0.03461,0,0.28345,0.08993,0.00614,0.0057,0.85814,0.03871,-0.09218,0,0.54578,0.10484,0.03362,0.26225,0.03314,0.00253,0.32576,0.03298,0.16504,0.22915,0.00573,0.02058,1,0,0,0,0,0,-71,0,3.0137,4.0568,0,0,4.0568,0,1,
Ba1B2Se6,0.03694,0.00233,0.03358,0.23177,0.03738,0.13348,0.13665,0.25301,0.07006,0.048,0.02545,0.86965,0.12836,-0.11425,0,0.38201,0.13864,0.02395,0.11497,0.11133,0.0107,0.38035,0.00101,0.0084,0.01314,0.02463,0.04853,0,0,0,0,0,0,0,0,-3.0279,0,0,0,-2.73039,0,0,
Pd2Se16Cl4,0.04297,0.00855,0.03745,0.01799,0.0445,0.1625,0.00295,0.24625,0.07006,0.08901,0.08156,0.86965,0.02423,-0.09768,0.14212,0.38201,0.0585,0.00363,0.05042,0.14863,0.09552,0.36614,0.03455,0.16695,0.08914,0.00921,0.23307,0,0,0,0,0,-14.48,0,0,-13.149,0,0,0,-13.149,0,0,
Nb3I8,0.00369,0.00478,0.03129,0.01269,0.11275,0.23242,0,0.28345,0.03202,0.02552,0.04212,0.90637,0.02541,-0.09218,0,0.54578,0.12166,0.00067,0.33255,0,0.04556,0.32576,0,0.16504,0.22915,0.00573,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
P2Pb2,0.07109,0.53125,0.00885,0.02136,0.23108,0.17116,0,0.40502,0.16034,0.12411,0.03768,0.78174,0.07726,-0.10654,0,0.19587,0.06838,0.00426,0.10034,0,0.22564,0.52273,0,0.57455,0.02357,0.15596,0,1,0,0,0,0,0,0,1.18091,2.0454,2.0454,0,0,2.0454,0,1,
Zr2Ge2Te2,0.03926,0.00349,0.03758,0.12358,0.16112,0.10704,0.00934,0.28808,0.03533,0.05841,0.01417,0.91968,0.07223,-0.09021,0,0.38706,0.07096,0.08994,0.26225,0.17392,0.04041,0.34109,0.00893,0.07585,0.14017,0.00769,0.0216,0,0,0,0,0,0,-263,0,0.94401,0.94401,0,0,0.94401,0,0,
Hg2P2Se6,0.04085,0.00243,0.11271,0.04616,0.20387,0.09913,0,0.19607,0.07006,0.10204,0.04776,0.86965,0.03777,-0.10654,0,0.38201,0.15233,0.03542,0.43311,0,0.09572,0.28143,0,0.16695,0,0.76901,0,0,0,0,0,0,0,0,2.88919,6.02205,6.02205,0,0,6.02205,0,0,
Si4O8-T1,0.07847,0.00474,0.19976,0.06453,0.07306,0.05583,0,0.2392,0.48319,0.03602,0.09503,0.56026,0.05964,-0.10868,0,0.52772,0.10593,0.22164,0.19471,0.12949,0.02369,0.51115,0,0.0192,1,0.08081,0.45698,0,0,0,0,0,0,0,0,6.75287,0,0,0,6.75287,0,0,
Ti2Ge2O6,0.10941,0.00855,0.16277,0.03517,0.03089,0.14764,0.11449,0.2392,0.48319,0.13664,0.13236,0.56026,0.06596,-0.09711,0,0.38706,0.12165,0.10457,0.19471,0.21872,0.09028,0.29121,0,0.05745,0.01719,0.00618,0.09289,0,1,0,-35.43154,0,0,0,0,1.74305,1.25535,0,0,1.77125,0,0,
Cr2Cl6-T1,0.0218,0.00976,0.06537,0.0237,0.00852,0.19015,0,0.21487,1,0.09772,0.08586,0.56038,0.02365,-0.09768,0,0.36708,0.06219,0.00673,0.05042,0.31208,0.04958,0.27107,0,0.06298,0.25808,0.00338,0.22929,0,0,0,0,0,0,0,0,-5.56885,0,0,0,-5.61579,0,0,
Mn1Br2,0.04245,0.01099,0.09217,0.08384,0.04992,0.01104,0,0.37998,0.02361,0.0648,0.02002,0.9381,0.06265,-0.11379,0,0.31376,0.25823,0.10442,0.70733,0,0.21349,0.57268,0,0.0937,-0.08623,0.00542,0,0,1,0,0,0,0,0,0,1.92407,0,0,0,1.92407,1,0,
Ti2Cl6,0.07388,0.00797,0.01526,0.10764,0.06155,0.15223,0,0.26728,1,0.06928,0.06798,0.56038,0.03896,-0.09711,0,0.36708,0.14553,0.02957,0.05042,0.24217,0.01657,0.29121,0,0.05745,0.01719,0.00618,0.22507,0,0,0,-9.69167,0,0,0,0,-1.11089,-1.00265,0,0,-1.00265,0,0,
Zr3Mo6O24,0.08062,0.00668,0.18026,0.16046,0.1665,0.24166,0.00762,0.2392,0.48319,0.1884,0.13303,0.56026,0.01912,-0.09021,0.11106,0.41016,0.05155,0.06895,0.19471,0.13615,0.1003,0.30372,0.26301,0.11924,0.14017,0.0021,0.10977,0,1,0,0,0,0,0,0,2.77507,2.79949,0,0,2.90505,0,0,
Li2W1S4,0.06323,0.00734,0.14057,0.12081,0.11523,0.14979,0.07587,0.05675,0.00732,0.0192,0.01931,0.93749,0.01738,-0.37751,0,0.58465,0.19338,0.06078,0.45837,0,0.1909,0.30468,0.42318,0.00825,0.02514,0.10361,0.14618,0,0,0,0,0,0,0,5.97159,1.0779,0.07559,0,0,1.42328,0,0,
Ta2I4O2,0.09815,0.00169,0.19503,0.23677,0.16121,0.19609,0,0.2392,0.31063,0.11688,0.16668,0.73398,0.01731,-0.09766,0,0.30301,0.03371,0.06595,0.19471,0.06868,0.17823,0.33434,0,0.2404,0.09593,0.19969,0.21672,0,0,0,0,0,0,0,0,-2.80688,-2.80688,0,0,-2.80688,0,0,
Nb2Se4Br4,0.01689,0.00549,0.08711,0.08182,0.06404,0.21576,0.01117,0.25301,0.07006,0.05123,0.05629,0.86965,0.02731,-0.09218,0.3024,0.54578,0.08484,0.03521,0.33255,0.04741,0.03111,0.32576,0.03372,0.16504,0.10218,0.00573,0.1258,0,0,0,0,0,0,0,0,-5.20141,-6.30352,0,0,-4.77933,0,0,
Zr2S6,0.05618,0.00495,0.0562,0.03524,0.03413,0.13083,0,0.30258,0.02799,0.05308,0.05602,0.9224,0.03384,-0.09021,0,0.48265,0.11583,0.01576,0.35699,0,0.00298,0.34109,0,0.11924,0.14017,0.00769,0,0,0,0,0,0,0,0,0,-0.42071,-0.42071,0,0,-0.42071,0,0,
Mg1Al2Se4,0.03356,0.02353,0.05028,0.18644,0.21788,0.06654,0.14407,0.25301,0.07006,0.04287,0.0212,0.86965,0.20784,-0.11107,0.43507,0.38201,0.16396,0.03317,0.43311,0.26889,0.06318,0.32424,0.09094,0.02292,-0.02414,0.02732,0.01011,0,1,0,0,0,0,0,0,1.37589,0.9753,0,0,1.41531,1,0,
Si1C1,0.05569,0.00382,0.12782,0.07334,0.08243,0,0.00413,0.18008,0.03484,0.14142,0,0.90871,0.00995,-0.10868,0,0.75369,0.11299,0.26382,0.46941,0,0.02417,0.29012,0,0.00536,0.33262,0.08081,0.36029,1,0,0,0,0,0,0,0,0.39276,0,0,0,0.89031,0,1,
Zr2I4,0.04803,0.00451,0.01643,0.17333,0.10255,0.17118,0,0.30258,0.02799,0.03436,0.03365,0.9224,0.02927,-0.09021,0,0.27261,0.02708,0.04715,0.35699,0,0.08407,0.34109,0,0.11924,0.14017,0.00769,0,0,0,0,0,0,0,0,0,-3.44407,-3.44407,0,0,-3.44407,0,0,
La2Mg2I10,0.03508,0.02337,0.07196,0.21083,0.18122,0.17814,0.11366,0.2626,0.03362,0.06163,0.05925,0.91116,0.20084,-0.09766,0.09828,0.27261,0.10901,0.07315,0.1826,0.37022,0.12239,0.32424,0.04245,0.02292,-0.02414,0.01615,0.0163,0,0,0,0,0,0,0,0,0.74649,2.23644,0,0,0.73336,0,0,
Sb2P2O8,0.04583,0.00479,0.09482,0.17623,0.09722,0.16858,0,0.2392,0.48319,0.1024,0.12704,0.56026,0.00558,-0.09651,0,0.30301,0.04383,0.05118,0.19471,0.05573,0.08535,0.45556,0,0.16165,0.17817,0.07647,0.08874,0,0,0,0,0,0,0,0,1.28401,0,0,0,1.28401,0,0,
Hf1Fe1Cl6-T1,0.04777,0.01396,0.09438,0.03325,0.01192,0.21032,0.06635,0.21792,1,0.08168,0.09945,0.56038,0.02376,-0.09768,0.12656,0.36708,0.11459,0.02139,0.05042,0.17101,0.11602,0.26354,0.09524,0.08774,0.02394,0.00573,0.19915,0,1,-1.28971,0,0,0,0,1.79392,3.10717,3.10717,3.10717,11.41676,3.10717,0,0,
Te4W2,0.06256,0.00274,0.11307,0.07246,0.04109,0.00613,0,0.237,0.08993,0.01889,0.02254,0.85814,0.01759,-0.34951,0,0.58465,0.12317,0.0189,0.26225,0.09245,0.16384,0.30468,0.42489,0.2182,0.33941,0.10361,0.01799,0,0,0,0,0,0,197,-1.75811,-3.16003,-3.16003,0,0,-3.16003,0,0,
Li2B2S8Cl8O24,0.06275,0.00716,0.15507,0.14698,0.11064,0.06967,0.05832,0.05675,0.48319,0.09816,0.20035,0.56026,0.01682,-0.09768,0,0.48265,0.09737,0.03206,0.05042,0.06248,0.06124,0.35252,0,0.00825,0.02514,0.12064,0.26853,0,0,0,0,0,0,0,0,4.18111,4.18111,0,0,4.18111,0,0,
Ga2Te2Cl2-T1,0.04756,0.01097,0.03399,0.10885,0.15464,0.24169,0,0.2704,0.08993,0.06889,0.08149,0.85032,0.02698,-0.09768,0,0.36708,0.11734,0.09139,0.05042,0.11821,0.08633,0.42089,0,0.09666,0.0067,0.13139,0.24522,0,0,0,0,0,0,167,0,-1.03381,-1.03381,0,0,-1.03381,0,0,
Tb2C1,0.11534,0.00002,0.01968,0.26654,0.26008,0,0.01981,0.18008,0.11214,0.21422,0,0.89423,0.00708,-0.10868,0,0.75369,0.2887,0.45637,0.23012,0,0.10649,0.29012,0,0.00536,0.07921,0.16342,0.04656,0,1,0,0,0,0,0,1.52146,1.56171,0,0.87842,11.35838,1.10357,1,0,
Cu2W1S4,0.07228,0.03798,0.16315,0.11926,0.12587,0.13748,0.00863,0.21882,0.03723,0.03766,0.057,0.89312,0.03993,-0.17867,0.17668,0.58465,0.07812,0.06172,0.4444,0.00659,0.13969,0.30468,0.11615,0.13725,0.14014,0.01308,0.08548,0,0,0,0,0,0,0,5.44133,0.84687,0,0,0,1.19709,0,0,
Ge3Sb2O9,0.074,0.00479,0.12862,0.14814,0.05841,0.1772,0.0062,0.2392,0.48319,0.1024,0.12831,0.56026,0.06111,-0.09651,0,0.38706,0.04745,0.10848,0.19471,0.1904,0.11179,0.45556,0,0.07585,0.17817,0.07647,0.10793,1,0,0,0,0,0,0,0,3.61628,0,0,0,3.61628,0,0,
Al2H6O6-T1,0.07721,0.01873,0.12111,0.05032,0.05789,0.08184,0,0.2392,0.02659,0.06596,0.09759,0.62618,0.00703,-0.14207,0,0.30301,0.08483,0.0101,0.19471,0.3487,0.04452,0.18939,0,0.00308,0.03506,0.03251,0.02466,0,0,0,0,0,0,0,0,3.85187,3.72595,0,0,3.72595,0,0,
Zr2Br2N2,0.15938,0.00577,0.19587,0.13633,0.26847,0.20954,0,0.16783,0.21116,0.29561,0.16098,0.74773,0.02012,-0.09021,0,0.31376,0.38676,0.05535,0.35699,0,0.08705,0.30413,0,0.11924,0.14017,0.00769,0.09748,0,1,0,0,0,0,0,0,0.91857,0.91857,0,0,0.91857,1,0,
Gd2C2Br2,0.16866,0.00059,0.10884,0.29686,0.27449,0.28598,0.06934,0.18008,0.05371,0.21848,0.05949,0.94884,0.038,-0.1042,0,0.75369,0.29197,0.44094,0.23162,0,0.08931,0.29012,0,0.00536,0.02727,0.13174,0.05795,0,0,0,0,0,0,0,-1.92405,-1.27221,-1.27221,-1.27221,-13.26938,-1.27221,0,0,
Zr2I2N2-T1,0.16291,0.00577,0.20555,0.19585,0.30344,0.18156,0,0.16783,0.21116,0.29561,0.15258,0.74773,0.0262,-0.09021,0,0.27261,0.37569,0.06755,0.35699,0,0.14863,0.30413,0,0.11924,0.14017,0.00769,0.09748,0,0,0,0,0,0,0,0,0.9427,0.9427,0,0,0.9427,0,0,
W1S2-T1,0.08518,0.00129,0.09172,0.14237,0.1358,0.17653,0,0.237,0.10635,0.0192,0.01931,0.93478,0.01335,-0.37751,0,0.58465,0.04808,0.07973,0.45837,0,0.1939,0.30468,0,0.26784,0.33941,0.10361,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,
Hf2S6,0.00872,0.00121,0.08598,0.02043,0.0307,0.15118,0,0.2624,0.14866,0.02341,0.02389,0.89797,0.00779,-0.1107,0,0.48265,0.13509,0.01414,0.29186,0,0.09477,0.33058,0,0.28074,0.10466,0.41113,0,0,0,-0.25934,0,0,0,0,-1.80054,-0.56012,-0.56012,0,0,-0.56012,0,0,
Al2H2O4,0.0933,0.01873,0.15118,0.05478,0.06302,0.0891,0,0.2392,0.25489,0.06596,0.09759,0.59322,0.00766,-0.14207,0,0.30301,0.08816,0.01254,0.19471,0.37962,0.04117,0.18939,0,0.00308,0.03506,0.03251,0.02937,0,0,0,0,0,0,0,0,1.30253,1.30253,0,0,1.30253,0,0,
Sr2Co4Te6Cl4O16,0.08245,0.01721,0.16962,0.15243,0.17063,0.24811,0.45422,0.18071,0.48319,0.16546,0.20035,0.56026,0.10783,-0.09768,0.31283,0.36708,0.08004,0.08701,0.05042,0.12899,0.08471,0.23049,0.12848,0.09184,0.00433,0.00651,0.21912,0,0,0,0,0,0,-342.27778,0,2.65778,0,2.65778,13.51508,2.65778,0,0,
Ba1Ca1I4,0.03682,0.00595,0.08525,0.14633,0.11105,0.24712,0.84319,0.49634,0.04234,0.03996,0.02244,0.88895,0.20698,-0.09325,0,0.27261,0.1226,0.07362,0.11497,0.1396,0.12597,0.61488,0.02378,0.03598,0.00206,0.02463,0.05909,0,0,0,0,0,0,0,0,-5.29264,0,0,0,-6.05319,0,0,
Zr2N2Cl2,0.15766,0.00577,0.18771,0.09261,0.24334,0.25087,0,0.16783,0.39433,0.29561,0.18625,0.57306,0.01845,-0.09021,0,0.36708,0.40204,0.03511,0.05042,0.15329,0.07674,0.30413,0,0.11924,0.14017,0.00769,0.26494,0,1,0,0,0,0,0,0,0.95324,0.91004,0,0,0.91004,1,0,
Sn2O2,0.09686,0.01269,0.14186,0.0891,0.09856,0.22607,0,0.2392,0.27654,0.11951,0.13193,0.71193,0.06729,-0.10921,0,0.30301,0.01165,0.02526,0.19471,0.03213,0.18151,0.51115,0,0.19525,0.09458,0.06068,0.04089,0,0,0,0,0,0,0,0,1.87754,1.8776,0,0,1.8776,0,0,
P2Pd2Se2,0.05787,0.00776,0.05928,0.02508,0.21858,0.15197,0.00295,0.24625,0.05731,0.14958,0.06143,0.87278,0.02561,-0.10654,0.14212,0.38201,0.09265,0.03116,0.25886,0.08713,0.15069,0.36614,0.05497,0.16695,0.08914,0.00921,0.08388,0,0,0,0,0,0.4,0,0,1.89704,0,0,0,2.08375,0,0,
Al2H2O4-T1,0.0933,0.01873,0.15118,0.05478,0.06302,0.0891,0,0.2392,0.25489,0.06596,0.09759,0.59322,0.00766,-0.14207,0,0.30301,0.08816,0.01254,0.19471,0.37962,0.04117,0.18939,0,0.00308,0.03506,0.03251,0.02937,0,0,0,0,0,0,0,0,-0.72704,-0.72704,0,0,-0.72704,0,0,
Mn1O2-T1,0.09886,0.01182,0.08019,0.09712,0.08369,0.03134,0,0.2392,0.48319,0.15596,0.15506,0.56026,0.07054,-0.13153,0,0.30301,0.25316,0.04317,0.19471,0.24165,0.27742,0.51115,0,0.0937,-0.08623,0.00542,0.03853,0,1,0,0,0,0,0,0,1.36133,0,0,0,1.4405,1,0,
Lu2C1Cl2,0.04428,0.00098,0.12335,0.22856,0.20256,0.29016,0.02586,0.18008,1,0.18378,0.09828,0.56038,0.04537,-0.09768,0,0.75369,0.23159,0.37442,0.05042,0,0.13021,0.29012,0,0.00536,0.06426,0.40341,0.1892,0,1,0,0,0,0,0,1.55539,1.77629,0.89801,0,0,1.13503,1,0,
Zn1O1,0.01214,0.11127,0.12121,0.066,0.05343,0.10495,0,0.18213,0.26068,0.1272,0.13903,0.72311,0.0811,-0.12858,0,0.30301,0.1515,0.0011,0.19471,0.13786,0.0582,0.25647,0,0.11524,0,0.01749,0.02654,1,0,0,0,0,0,0,0,2.45577,2.45577,0,0,2.45577,0,1,
Cd2H4S4O16,0.04946,0.01477,0.09686,0.1051,0.11146,0.11897,0,0.21678,0.48319,0.14815,0.14187,0.56026,0.04887,-0.11209,0,0.48265,0.12578,0.00804,0.19471,0.00517,0.07934,0.18939,0,0.00308,0,0.02762,0.02657,0,0,0,0,0,0,0,0,2.46777,2.46777,0,0,2.46777,0,0,
Tc4P16,0.07986,0.00496,0.0712,0.03427,0.2263,0.02686,0,0.22085,0,0.17428,0.08031,0,0.04443,-0.10654,0,0.30279,0.04276,0.03297,0,0,0.07726,0.2579,0,0.13464,0,0,0,0,0,0,0,0,0,0,0,0,12.60067,0,0,0,0,0,
Nb4Si2Te8,0.00539,0.00377,0.08684,0.19774,0.22355,0.1619,0.00693,0.28345,0.08993,0.10637,0.02953,0.85814,0.05785,-0.09218,0,0.54578,0.10723,0.09701,0.26225,0.07124,0.05602,0.32576,0.03788,0.0192,0.22915,0.00573,0.24276,0,0,0,0,0,0,-958.33333,0,1.6649,1.6649,0,0,1.6649,0,0,
Ca2Cu1Br2O2,0.08159,0.0378,0.19027,0.14892,0.10876,0.22106,0.9853,0.21882,0.03723,0.15294,0.17508,0.89312,0.20531,-0.09325,0.3597,0.34788,0.14193,0.06117,0.19471,0.10749,0.09281,0.3315,0.2857,0.03598,0.00206,0.01308,0.04589,0,0,0,0,0,0,0,0,1.26779,0,0,0,1.40668,0,0,
Gd2Br2O2,0.1861,0.00142,0.15298,0.1648,0.12445,0.28033,0,0.2392,0.29232,0.11309,0.17508,0.72897,0.01673,-0.1042,0,0.31376,0.12404,0.05964,0.19471,0.01846,0.09016,0.39776,0,0.23072,0.02727,0.13174,0.06647,0,0,0,0,0,0,0,2.90637,0.96879,0.96879,0.96879,12.82751,0.96879,0,0,
Ti2I2N2,0.16409,0.00828,0.20416,0.2184,0.29585,0.10647,0,0.16783,0.20761,0.28101,0.15258,0.75834,0.0561,-0.09711,0,0.27261,0.34591,0.07443,0.60968,0,0.15289,0.29121,0,0.05745,0.01719,0.00618,0.05688,0,0,0,-6.8864,0,0,0,0,0.88321,0.88321,0,0,0.88321,0,0,
V2H4O6,0.0119,0.01477,0.16682,0.11822,0.0073,0.18826,0,0.2392,0.25489,0.12568,0.12292,0.59322,0.05036,-0.09679,0,0.30301,0.07438,0.02935,0.19471,0.15647,0.06392,0.18939,0,0.00308,0.11717,0.00646,0.07213,0,0,0,0,0,0,0,0,11.9721,11.9721,0,0,11.9721,0,0,
U2Te2N2,0.15166,0.03915,0.1687,0.21076,0.39908,0.18083,0,0.16783,0.08993,0.35782,0.10476,0.85814,0.02952,-0.11277,0,0.32337,0.36492,0.1088,0.2239,0.01917,0.21802,0.30096,0.03543,0.2182,0.01346,0.00734,0.10131,0,0,0,0,0,0,-269.5,2.88517,0.96172,0.96172,0,0,0.96172,0,0,
Pr2Br2O2,0.12964,0.00879,0.1529,0.1821,0.13663,0.32462,0,0.2392,0.27714,0.13484,0.17508,0.72234,0.05618,-0.10014,0,0.31376,0.01176,0.05406,0.17943,0.00764,0.07591,0.4162,0,0.23684,0.26867,0.04095,0.05102,0,1,0,0,0,0,0,1.75266,1.0119,0,0,0,1.0119,1,0,
Pt1Te2,0.00084,0.00282,0.10262,0.0413,0.02259,0.01336,0,0.25978,0.08993,0.05238,0.01764,0.85814,0.01421,-0.11527,0,1,0.31897,0.02558,0.21445,0.02253,0.27775,0.36896,0.07123,0.2182,0.45186,0.13139,0.00905,1,0,0,0,0,0,197,1.74383,3.04913,0,0,0,4.22579,0,1,
Cd1Cl2-T1,0.01229,0.01138,0.05087,0.01568,0.02504,0.20121,0,0.21678,1,0.08078,0.05848,0.56038,0.06232,-0.09768,0,0.36708,0.17305,0.03691,0.05042,0.07578,0.07912,0.30101,0,0.21894,0,0.02762,0.26458,0,1,0,0,0,0,0,0,1.78033,1.9261,0,0,1.9261,1,0,
Ca2Cl2F2,0.10816,0.00764,0.16303,0.11576,0.10042,0.26691,0,0.19345,0.51263,0.19122,0.05418,0.74182,0.20082,-0.09325,0,0.36708,0.14948,0.03521,0.05042,0.17188,0.01597,0.38636,0,0.03598,0.00206,0.02642,0.29127,0,0,0,0,0,0,0,0,0.93588,0,0,0,0.93588,0,0,
Sn1S2-T1,0.03156,0.01159,0.02061,0.02283,0.02618,0.13771,0,0.48924,0.06989,0.02134,0.05492,0.86361,0.07365,-0.10921,0,0.48265,0.09567,0.01338,0.25896,0,0.10294,0.60124,0,0.19525,0.09458,0.06068,0,0,1,0,0,0,0,0,0,1.84768,1.84768,0,0,1.84768,1,0,
Sn6P6,0.06724,0.01055,0.04967,0.05852,0.18546,0.14114,0,0.4461,0.06989,0.11271,0.04617,0.86361,0.07281,-0.10654,0,0.27971,0.04192,0.02474,0.25896,0,0.15429,0.56952,0,0.19525,0.09458,0.06068,0,0,0,0,0,0,0,0,0,-6.61084,-6.61084,0,0,-6.61084,0,0,
Zr1Te2,0.03854,0.00349,0.03983,0.10828,0.13187,0.04023,0,0.28808,0.08993,0.01499,0.01417,0.85814,0.04108,-0.09021,0,0.32337,0.05101,0.08148,0.26225,0.04466,0.03331,0.34109,0.00842,0.11924,0.14017,0.00769,0.02435,1,0,0,0,0,0,-7,0,3.3041,4.39448,0,0,4.39448,0,1,
Pd1S2,0.05697,0.00803,0.04188,0.04846,0.00767,0.17947,0,0.24625,0.04455,0.05821,0.07018,0.87591,0.02792,-0.10915,0,0.48265,0.14432,0.0185,0.25886,0,0.12372,0.36614,0,0.23575,0.08914,0.00921,0,1,0,0,0,0,2.65,0,0,4.0174,0,0,0,4.0174,0,1,
Bi2Pb2,0.03318,0.52491,0.02866,0.09017,0.02348,0.01428,0.07175,0.34979,0.1396,0.01003,0.00391,0.80385,0.07684,-0.09112,0.07201,0.16246,0.05167,0.0289,0.10034,0.02655,0.05171,0.50161,0.00192,0.43173,0.02357,0.10806,0.0456,1,0,0,0,0,0,0,3.90873,1.80234,4.51342,0,0,3.08363,0,1,
Sn2As2,0.05598,0.01042,0.05804,0.07322,0.07271,0.08967,0,0.27327,0.06989,0.04524,0.00559,0.86361,0.07323,-0.10921,0,0.27971,0.03864,0.04913,0.25896,0,0.09876,0.38873,0.0185,0.108,0.09458,0.06068,0,1,0,0,0,0,0,0,0,2.04198,2.04198,0,0,2.04198,0,1,
Sr2Cu1Br2O2,0.08137,0.0378,0.18375,0.14661,0.11506,0.26024,0.4611,0.21882,0.48319,0.16546,0.17508,0.56026,0.18467,-0.09958,0.33699,0.34788,0.14036,0.06083,0.19471,0.1177,0.08262,0.3315,0,0.09184,0.00433,0.01308,0.05661,0,0,0,0,0,0,0,0,0.14193,0,0,0,1.45192,0,0,
