Monolayer,Atom_EA_Min,Atom_HardnessRB_StDiv,Atom_IP8_Min,Atom_Inv_Diff_IP2_IP4_StDiv,Atom_Inv_Diff_IP5_IP6_StDiv,Atom_Inv_Diff_IP7_IP8_StDiv,Atom_Inv_Mult_EA_ThermalExpansion_Range,Atom_Inv_Mult_ENGhosh2010_Group_Max,Atom_Inv_Mult_IP8_HeatCap_Median,Atom_Inv_Mult_IP8_LatticeConstant_StDiv,Atom_Inv_Mult_PoissonRatio_Ntotal_StDiv,Atom_Inv_Mult_SpeedSound_TDebye0_Min,Atom_Inv_Mult_SpeedSound_Zeff_Min,Atom_Inv_Mult_ThermalExpansion_Group_Min,Atom_Inv_Mult_ThermalExpansion_MolarVol_Median,Atom_Inv_Mult_dHAtom_Density_StDiv,Atom_Inv_Mult_dHFus_PoissonRatio_Min,Atom_Inv_SQR_RadiiBatsanov_Min,Atom_Log_Mult_IP1_MolarVol_Min,Atom_Log_Mult_IP1_MolarVol_Range,Atom_Log_Mult_IP8_LatticeConstant_Min,Atom_Log_Mult_PoissonRatio_Nvalence_Range,Atom_Log_Mult_dHFus_ThermalExpansion_Min,Atom_Log_Mult_dHVap_ThermalExpansion_Max,Atom_Log_Mult_dHVap_ThermalExpansion_Min,Atom_Log_Ratio_Density_BulkModule_Min,Atom_Log_Ratio_Density_Mass_StDiv,Atom_Log_Ratio_ENGhosh2010_Group_Min,Atom_Log_Ratio_IP1_IP8_Median,Atom_Log_Ratio_IP1_IP8_Min,Atom_Log_Ratio_IP4_EA_StDiv,Atom_Log_Ratio_IP5_IP6_Min,Atom_Log_Ratio_PoissonRatio_Ntotal_Range,Atom_Log_Ratio_RadiiCordero08_MolarVol_Max,Atom_Log_Ratio_SpeedSound_BulkModule_Min,Atom_Log_Ratio_dHFus_TDebye0_StDiv,Atom_MolarVol_Min,Atom_Mult_EA_DipolePolaris_StDiv,Atom_Mult_EA_YoungsModule_Median,Atom_Mult_EA_dHFus_StDiv,Atom_Mult_IP1_Period_StDiv,Atom_Mult_IP7_EA_Min,Atom_Mult_LatticeConstant_RadiiBatsanov_Min,Atom_Mult_ThermalCond_MolarVol_Mean,Atom_Mult_ThermalCond_MolarVol_Median,Atom_Mult_ThermalCond_YoungsModule_Min,Atom_Mult_ThermalExpansion_BulkModule_StDiv,Atom_Mult_ThermalExpansion_TDebye0_StDiv,Atom_Ratio_BulkModule_Nvalence_Max,Atom_Ratio_EA_ThermalExpansion_Max,Atom_Ratio_EA_ThermalExpansion_Median,Atom_Ratio_EA_ThermalExpansion_Min,Atom_Ratio_ENARrev_YoungsModule_StDiv,Atom_Ratio_IP1_TDebye0_Min,Atom_Ratio_IP7_MolarVol_StDiv,Atom_Ratio_dHFus_dHAtom_StDiv,Atom_Ratio_dHVap_YoungsModule_StDiv,CN_Se_Mean,CrystSyst_hexagonal,CrystSyst_trigonal,EState_DistTopo_Cd_ENGhosh2010,EState_DistTopo_Cd_IP3,EState_DistTopo_Si_ENARrev,EState_Dist_Cd_EA,EState_Dist_Cd_ENARrev,EState_Dist_Hf_EA,EState_Dist_Mo_ENARrev,EState_Dist_Ni_ENARrev,EState_Dist_Pd_EA,EState_Dist_Pd_ENARrev,EState_Dist_Ti_ENARrev,EState_Topo_Cd_ENARrev,EState_Topo_Cd_ENGhosh2010,EState_Topo_Cd_Zeff,EState_Topo_Cd_dHAtom,EState_Topo_In_IP3,EState_Topo_Mo_ENGhosh2010,EState_Topo_Mo_Zeff,EState_Topo_Pd_IP1,EState_Topo_Ti_Zeff,Moment_ENGhosh2010_2,Moment_Mass_1,Moment_N_d_2,Moment_N_f_2,Moment_N_f_3,Moment_PoissonRatio_3,Moment_TCritical_1,Moment_TCritical_2,Moment_TCurie_3,Moment_ThermalExpansion_1,Moment_ThermalExpansion_2,Moment_YoungsModule_2,Ratio_ac,Ratio_bc,SG164,Atom_Inv_Diff_ENARrev_ENGordyRev_Range,Atom_Inv_Diff_ENGordyRev_EA_StDiv,Atom_Inv_Diff_ENGordyRev_IP5_StDiv,Atom_Inv_Diff_ENGordyRev_IP6_StDiv,Atom_Inv_Mult_IP2_LatticeConstant_Min,Atom_Inv_Mult_SpeedSound_Zeff_Median,Atom_Log_Mult_ENGordyRev_IP6_Range,Atom_Log_Mult_IP7_Period_Range,Atom_Log_Mult_SpeedSound_RadiiCordero08_Median,Atom_Log_Ratio_IP2_IP3_StDiv,Atom_Log_Ratio_IP6_IP7_Max,Atom_Mult_EA_dHAtom_Max,Atom_Mult_EA_dHAtom_StDiv,Atom_Mult_IP8_SpeedSound_Min,Atom_Mult_IP8_SpeedSound_StDiv,Atom_Mult_LatticeConstant_Density_StDiv,Atom_Mult_ThermalCond_YoungsModule_StDiv,Atom_Ratio_Density_TDebye0_Min,Atom_Ratio_ENARrev_YoungsModule_Min,Atom_Ratio_dHFus_SpeedSound_StDiv,EState_Topo_Ni_Zeff,EState_Topo_Pd_Zeff,EState_Topo_Te_dHAtom,Moment_SpeedSound_1,Moment_TCurie_1,SG187
Ta1S2-T1,0.0164,0.07066,0.14572000000000002,0.08273,0.19885999999999998,0.16459000000000001,0.0,0.39608000000000004,0.44178999999999996,0.04964,0.0,0.24679,0.13806,0.14739000000000002,0.37129,0.030910000000000003,0.08815,0.25,0.69967,0.10720999999999999,0.7054600000000001,0.0,0.80688,0.81709,0.81709,-0.5687800000000001,0.0385,-0.54418,-0.8313799999999999,-0.8313799999999999,0.09299,-0.38533,0.0,-0.42931,0.43793000000000004,0.0,0.14090999999999998,0.03015,0.07274,0.02565,0.10392,0.026869999999999998,0.33434,0.03975,0.00061,0.13385999999999998,0.0,0.0,0.22221999999999997,0.09593,0.09593,0.09593,0.0,0.10617,0.06816,0.11508,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93182,1.47044,2.9302599999999996,2.9302599999999996,11.53477,11.53477,1.6917900000000001,2.9302599999999996,0.0,1.6917900000000001,2.9302599999999996,2.9302599999999996,0.14667,0.14667,1,0.00125,0.09884,0.17465,0.01944,0.25132,0.13806,0.022180000000000002,0.02273,0.9077,0.01023,-0.1405,0.48265,0.12836,0.33207,0.0,0.16499,0.0,0.35984,0.19969,0.0,0.0,0.0,0.0,1.6917900000000001,0.0,0
Hf1Se2-T1,0.01675,0.00028,0.14467,0.061829999999999996,0.18653,0.08553,0.00047999999999999996,0.38282,0.35691,0.00313,0.0008699999999999999,0.15527,0.07006,0.08031,0.09567,0.00074,0.13542,0.23901,0.71765,0.08849,0.7007399999999999,0.10588,0.7458199999999999,0.78596,0.70004,-0.48326,0.02241,-0.52741,-0.70633,-0.7229800000000001,0.09289,-0.20809,0.00075,-0.47218000000000004,0.51151,0.09182,0.17455,0.03821,0.02446,0.00797,0.014190000000000001,0.027219999999999998,0.33058000000000004,0.02075,0.0016300000000000002,7e-05,0.02398,0.050230000000000004,0.15278,0.10465999999999999,0.10217999999999999,0.10217999999999999,0.16871,0.09369,0.006509999999999999,0.0499,0.04261,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.08971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0953600000000001,1.27309,1.42343,0.0,-0.00027,7.454110000000001,0.0,0.0,0.0,2.51174,1.45015,0.31955,0.15542,0.15542,1,0.00148,0.09548999999999999,0.00267,0.05967000000000001,0.25301,0.07006,0.03408,0.01789,0.86965,0.0082,-0.1107,0.38201,0.09962,0.29186,0.06658,0.10705999999999999,0.01065,0.16695,0.41113,0.14172,0.0,0.0,0.0,1.8713099999999998,0.0,0
Pu2Br6,0.0050799999999999994,0.0,0.11427000000000001,0.02932,0.029639999999999996,0.31317,0.0,0.37705,0.50347,0.0,0.0,0.3109,0.10086,0.01193,0.05674,0.05964,0.7,0.3025,0.68366,0.18249,0.8236,0.0,0.72496,0.9361700000000001,0.9361700000000001,0.11349000000000001,0.07312,-0.51993,-0.6712199999999999,-0.6962,0.17528,-0.28338,0.0,-0.4361,0.0,0.0,0.15961,0.12065999999999999,0.01162,0.056389999999999996,0.034069999999999996,0.006640000000000001,0.57268,0.0042899999999999995,0.00045,0.00817,0.0,0.0,0.00151,0.0040100000000000005,0.0040100000000000005,0.0040100000000000005,0.0,0.10119,0.02217,0.11607,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.54536,1.00079,5.32259,6.84333,12.21095,12.21095,0.0,0.0,0.0,1.00079,6.84333,6.84333,0.16392,0.37362,0,0.00335,0.05923,0.060529999999999994,0.01084,0.37998000000000004,0.10086,0.06619,0.0656,0.87489,0.02417,-0.10244,0.31376,0.12330999999999999,0.17309000000000002,0.0,0.0,0.0,0.5119100000000001,0.04033,0.0,0.0,0.0,0.0,1.00079,0.0,0
V2Cu2O8,0.0267,0.0,0.17402,0.04382,0.09471,0.18729,0.00288,0.39463000000000004,0.21552,0.07438,0.10647999999999999,0.29845,0.02444,0.11054000000000001,0.15322,0.038110000000000005,0.15145999999999998,0.28792,0.6362300000000001,0.23176999999999998,0.72045,0.61625,0.78173,0.8225899999999999,0.79825,-0.74716,0.06535,-0.5423600000000001,-1.0,-1.0,0.026269999999999998,-0.38983,0.19476,-0.39000999999999997,0.51066,0.03845,0.09233999999999999,0.10027,0.138,0.04471,0.02154,0.05541,0.28425,0.09863999999999999,9e-05,0.04962,0.07187,0.030430000000000002,0.77778,0.14014000000000001,0.12866,0.11717000000000001,0.00331,0.05849,0.22746,0.11775999999999999,0.015969999999999998,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.60656,2.31343,3.7993,0.0,0.0,11.27786,2.8144400000000003,6.17387,0.0,1.88195,4.12831,4.6184400000000005,0.24955,0.27371999999999996,0,0.0378,0.2337,0.10590999999999999,0.04898,0.21882,0.48318999999999995,0.13583,0.13401,0.5602600000000001,0.04587,-0.09679,0.34788,0.03612,0.19471,0.14759,0.0962,0.30346999999999996,0.08139,0.00646,0.07537999999999999,0.0,0.0,0.0,2.2583900000000003,0.0,0
Ga2S2-T1,0.021830000000000002,0.03703,0.17822000000000002,0.14309000000000002,0.13407,0.08005,0.0,0.4072,0.44413,0.034839999999999996,0.0,0.40457,0.06162,0.02012,0.0212,0.03288,0.0,0.27438,0.6765,0.13038,0.7642100000000001,0.0,0.9682,1.0,1.0,-0.51455,0.03136,-0.5578,-0.81776,-0.8313799999999999,0.11793,-0.15624000000000002,0.0,-0.5256,0.60134,0.0,0.15325,0.04517,0.0,0.00403,0.05491,0.042319999999999997,0.43485,0.03296,0.03296,0.0,0.0,0.0,0.1037,0.0067,0.0067,0.0067,0.0,0.06386,0.06251,0.042839999999999996,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5044899999999999,0.5694899999999999,2.08748,0.0,0.0,0.0,0.0,2.08748,0.0,0.0,2.08748,0.0,0.14674,0.14674,0,0.01045,0.0022199999999999998,0.056870000000000004,0.08362,0.2704,0.06162,0.01112,0.05524,0.8503200000000001,0.00066,-0.13269,0.48265,0.19172999999999998,0.32729,0.0,0.026060000000000003,0.0,0.09666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Mo1Se2-T1,0.03793,0.0,0.15054,0.03362,0.01951,0.11763,0.013090000000000001,0.38282,0.35691,0.010879999999999999,0.15523,0.15527,0.021580000000000002,0.08031,0.09567,0.012459999999999999,0.08037000000000001,0.27438,0.6666300000000001,0.1395,0.7035,0.02274,0.7664300000000001,0.7698,0.70004,-0.71249,0.0611,-0.52741,-0.70633,-0.7233,0.05549,-0.13508,0.20486,-0.41848,0.48783999999999994,0.07668,0.12182,0.032760000000000004,0.02446,0.05105,0.02593,0.06562,0.30372,0.08403,0.0016300000000000002,7e-05,0.0559,0.043660000000000004,0.21295999999999998,0.29131,0.10217999999999999,0.10217999999999999,0.36153,0.057999999999999996,0.03765,0.08909,0.0231,1.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.72777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36476,-0.05,0.0,0.0,1.1086799999999999,1.51296,1.12344,0.0,0.0,7.98227,0.0,0.0,0.0,2.28415,1.31876,0.08048,0.13822,0.13822,1,0.0053,0.08333,0.07072,0.058089999999999996,0.23976,0.07006,0.07956,0.00151,0.86965,0.02555,-0.35873,0.41016,0.013269999999999999,0.43311000000000005,0.05268,0.05577000000000001,0.27216,0.12842,0.0021,0.10443,0.0,0.0,0.0,1.3468200000000001,0.0,0
Ti2Cl2O2,0.0040100000000000005,0.10787999999999999,0.17870999999999998,0.07445,0.06139,0.15723,0.0,0.37993000000000005,0.28135,0.060489999999999995,0.0,0.28145,0.0209,0.08638,0.26673,0.0159,0.15971,0.26176,0.68062,0.18738,0.7156899999999999,0.0,0.75574,0.79225,0.79225,-0.72938,0.07311000000000001,-0.52369,-0.7912600000000001,-1.0,0.18909,-0.20770999999999998,0.0,-0.43882,0.5927100000000001,0.0,0.13818,0.11292,0.011090000000000001,0.03418,0.085,0.00777,0.29120999999999997,0.01486,9e-05,0.032080000000000004,0.0,0.0,0.15278,0.01719,0.01719,0.01719,0.0,0.05624,0.31766,0.0986,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.24526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.70833,2.95945,0.81575,2.95945,0.0,0.0,12.61828,0.81575,2.95945,0.0,0.81575,2.95945,2.95945,0.1293,0.15636,0,0.00855,0.16342,0.12709,0.08144,0.2392,0.48318999999999995,0.13664,0.20035,0.56038,0.051320000000000005,-0.09711,0.36708,0.1457,0.05042,0.23706999999999998,0.02409,0.0,0.05745,0.00618,0.28085,0.0,0.0,0.0,0.81575,0.0,0
Cu2Se2,0.06273,0.0,0.17402,0.14734,0.1518,0.01294,0.0054600000000000004,0.39463000000000004,0.4157,0.01277,0.09118,0.15527,0.03723,0.08031,0.09429,0.01277,0.24224,0.3025,0.6362300000000001,0.16990999999999998,0.7358600000000001,0.6409600000000001,0.7880199999999999,0.8225899999999999,0.70004,-0.629,0.09711,-0.5423600000000001,-0.72195,-0.73757,0.04936,-0.14753,0.09025,-0.39000999999999997,0.51066,0.00594,0.09233999999999999,0.00079,0.10948,0.01787,0.06283,0.12005999999999999,0.3315,0.27219,0.27219,7e-05,0.14903,0.00106,0.77778,0.14014000000000001,0.12115999999999999,0.10217999999999999,0.37797,0.07703,0.10240999999999999,0.04587,0.01832,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91505,0.91505,0.91505,0.0,0.0,11.54062,0.0,0.0,0.0,0.91505,0.91505,0.91505,0.15858,0.15858,0,0.03642,0.14379,0.05878,0.08728,0.21882,0.05364,0.026989999999999997,0.01522,0.88139,0.045439999999999994,-0.17867,0.38201,0.01707,0.43311000000000005,0.00564,0.05996,0.32825,0.13725,0.013080000000000001,0.04002,0.0,0.0,0.0,0.91505,0.0,0
Zn1W1O4,0.0,0.11312,0.14802,0.12784,0.12863,0.1989,0.0,0.41907,0.21552,0.07307999999999999,0.13242,0.28276,0.03816,0.07379,0.25954,0.08707999999999999,0.07467,0.27438,0.68455,0.18345,0.70193,0.44088999999999995,0.75264,0.79456,0.7884800000000001,-0.63532,0.04338,-0.57194,-1.0,-1.0,0.00626,-0.155,0.08868,-0.40897,0.41758999999999996,0.13065,0.11896,0.10909,0.20307999999999998,0.07145,0.11875999999999999,0.0,0.25647,0.08627,9e-05,0.15818,0.0535,0.10529000000000001,0.28704,0.33941,0.1697,0.0,0.04306,0.07103,0.27607,0.13993,0.01176,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58711,1.73207,2.9474,4.59052,11.57723,11.578289999999999,-0.034010000000000006,2.3300400000000003,0.0,0.22232,2.58847,4.11183,0.21133000000000002,0.21276,0,0.11145,0.08853,0.19328,0.19745,0.18213,0.48318999999999995,0.1272,0.13903,0.5602600000000001,0.06,-0.12858,0.58465,0.16885,0.19471,0.12718,0.20302,0.37239,0.11524000000000001,0.017490000000000002,0.11009000000000001,0.0,0.0,0.0,1.30655,0.0,0
Nb2I2O4,0.045380000000000004,0.07944,0.14257,0.16723,0.0973,0.25775,0.0,0.39914,0.25290999999999997,0.23231999999999997,0.0,0.27052,0.03202,0.1272,0.31984,0.08115,0.1393,0.26176,0.68181,0.20659,0.7026,0.0,0.7849,0.82305,0.82305,-0.68361,0.07346,-0.54796,-0.8609,-1.0,0.07282000000000001,-0.40596,0.0,-0.4372,0.46665,0.028789999999999996,0.14065,0.25201999999999997,0.11365,0.07965,0.15884,0.07443999999999999,0.32576,0.0285,0.00115,0.07159,0.0,0.0,0.18889,0.22915,0.22915,0.22915,0.0,0.08472,0.36324,0.18192,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.90535,-1.9797099999999999,-1.90535,0.0,0.0,-13.700079999999998,-1.9797099999999999,-1.90535,0.0,-1.9797099999999999,-1.90535,-1.90535,0.13908,0.1445,0,0.00632,0.22128,0.24955,0.15980999999999998,0.2392,0.48318999999999995,0.1424,0.16668,0.5602600000000001,0.023209999999999998,-0.09218,0.54578,0.11020999999999999,0.19471,0.06498,0.13732,0.0,0.16504000000000002,0.00573,0.14468,0.0,0.0,0.0,-1.9797099999999999,0.0,0
V4O10,0.0267,0.0,0.18194000000000002,0.05265,0.11292,0.19641,0.0,0.26269000000000003,0.21552,0.056639999999999996,0.0,0.29845,0.02444,0.11054000000000001,0.21354,0.01547,0.15145999999999998,0.28792,0.63964,0.22835999999999998,0.72045,0.0,0.78173,0.79825,0.79825,-0.74716,0.053360000000000005,-0.34205,-1.0,-1.0,0.02947,-0.38983,0.0,-0.39221999999999996,0.5178,0.0,0.10805,0.08625,0.08151,0.0357,0.00176,0.05541,0.28425,0.01399,9e-05,0.04962,0.0,0.0,0.17778,0.11717000000000001,0.11717000000000001,0.11717000000000001,0.0,0.05849,0.22441,0.1201,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.11439,5.9639,12.11439,0.0,0.0,2.58353,5.71264,12.11439,0.0,5.71263,12.11439,12.11439,0.1474,0.47156000000000003,0,0.00935,0.2058,0.12333,0.00762,0.2392,0.48318999999999995,0.12568,0.12292,0.5602600000000001,0.052539999999999996,-0.09679,0.30301,0.034960000000000005,0.19471,0.16324,0.05012,0.0,0.08139,0.00646,0.08517000000000001,0.0,0.0,0.0,5.79744,0.0,0
Fe2Se2,0.007659999999999999,0.04206,0.15836,0.1561,0.15875,0.02096,0.06587,0.38282,0.4825,0.030789999999999998,0.11812,0.15527,0.024730000000000002,0.08031,0.11260999999999999,0.00503,0.19614,0.3025,0.63936,0.16677999999999998,0.69862,0.05765,0.7576,0.80487,0.70004,-0.703,0.09711,-0.52741,-0.7079,-0.7094699999999999,0.17936,-0.16041,0.12580999999999998,-0.37244,0.52633,0.01874,0.09208,0.11327999999999999,0.03152,0.029889999999999996,0.057370000000000004,0.01319,0.26354,0.054939999999999996,0.054939999999999996,7e-05,0.12641,0.00018,0.11805999999999998,0.10217999999999999,0.06306,0.02394,0.38164000000000003,0.05731,0.08292999999999999,0.028999999999999998,0.02652,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75775,0.91925,2.75775,0.0,0.0,11.389510000000001,0.0,0.0,11.389510000000001,0.91925,2.75775,2.75775,0.16142,0.16142,0,0.01248,0.03845,0.041569999999999996,0.07603,0.21791999999999997,0.0474,0.04021,0.02976,0.9007,0.05512,-0.13909000000000002,0.38201,0.16491,0.43311000000000005,0.055170000000000004,0.00897,0.10653,0.08774,0.00573,0.02374,0.0,0.0,0.0,0.91925,0.91925,0
Tc2P6,0.02792,0.08645,0.15725,0.04885,0.2569,0.02908,0.0,0.41613,0.5081600000000001,0.02777,0.0,0.0,0.0,0.0,0.0,0.02377,0.0,0.28792,0.654,0.16935999999999998,0.69247,0.0,0.0,0.0,0.0,-0.41166,0.06897,-0.56848,-0.8140000000000001,-0.8140000000000001,0.0043100000000000005,-0.7057399999999999,0.0,-0.40996000000000005,0.0,0.0,0.11208,0.055,0.0,0.03569,0.027780000000000003,0.03383,0.2579,0.02157,0.0007700000000000001,0.0,0.0,0.0,0.01222,0.0,0.0,0.0,0.0,0.05425,0.04649,0.08694,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.66303,-0.79855,-13.66303,0.0,0.0,0.0,-0.79855,-13.66303,0.0,0.0,0.0,0.0,0.11689000000000001,0.17214000000000002,0,0.00496,0.07707,0.0371,0.24498000000000003,0.22085,0.0,0.17428,0.08031,0.0,0.0481,-0.10654000000000001,0.30279,0.04629,0.0,0.0,0.08363,0.0,0.13464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Lu2I2O2,0.01726,0.07537999999999999,0.14257,0.15062,0.04967,0.23506,0.0,0.39914,0.23165999999999998,0.23317,0.0,0.0,0.48318999999999995,0.05628,0.38719000000000003,0.08014,0.11073,0.23481999999999997,0.7256600000000001,0.16274,0.7096899999999999,0.0,0.80086,0.78962,0.78962,-0.3607,0.058170000000000006,-0.54796,-0.77463,-1.0,0.12002,-0.22165,0.0,-0.52163,0.0,0.048589999999999994,0.22546,0.22245,0.028239999999999998,0.06634,0.16688,0.0278,0.36583000000000004,0.01886,0.0022,0.013859999999999999,0.0,0.0,0.08815,0.06426,0.06426,0.06426,0.0,0.10257000000000001,0.36069,0.18417,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88137,0.9604600000000001,2.88137,2.88137,12.98165,12.98165,0.9604600000000001,2.88137,0.0,0.9604600000000001,2.88137,2.88137,0.14797000000000002,0.14797000000000002,0,0.0016,0.17964000000000002,0.20997,0.15994,0.2392,0.48318999999999995,0.11688,0.16668,0.5602600000000001,0.0072,-0.09766,0.30301,0.07952000000000001,0.19471,0.0,0.14113,0.0,0.2404,0.40341,0.0,0.0,0.0,0.0,0.9604600000000001,0.0,0
Zr3Te6Cl36,0.02168,0.04821,0.14015999999999998,0.11339,0.22906999999999997,0.22416999999999998,0.0,0.40597,0.28135,0.06023,0.0,0.19864,0.027989999999999998,0.13033,0.53027,0.030680000000000002,0.15111,0.22873000000000002,0.7198399999999999,0.14065999999999998,0.69817,0.0,0.71181,0.78373,0.78373,-0.53622,0.0281,-0.5563100000000001,-0.7912600000000001,-0.7912600000000001,0.05351,-0.20770999999999998,0.0,-0.48196000000000006,0.5707899999999999,0.04055,0.18208,0.03623,0.1026,0.05342,0.04113,0.03343,0.34109,0.00563,2.9999999999999997e-05,0.0016300000000000002,0.0,0.0,0.06019,0.14017000000000002,0.14017000000000002,0.14017000000000002,0.05831,0.07914,0.00829,0.1297,0.08673,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.89251,2.9043099999999997,4.9864,0.0,0.0,9.5664,3.72563,6.45299,0.0,3.72563,6.45299,5.55209,0.39816,0.39816,0,0.00547,0.0187,0.04865,0.08942,0.28808,1.0,0.08388,0.08148999999999999,0.56038,0.02254,-0.09021,0.36708,0.03923,0.05042,0.09938999999999999,0.06771,0.00842,0.11924000000000001,0.007690000000000001,0.16202,0.0,0.0,143.0,3.10221,0.0,0
Cu2As4S3Cl2,0.04085,0.02023,0.17402,0.08177999999999999,0.18696,0.13072999999999999,0.0,0.39608000000000004,0.37393000000000004,0.06527000000000001,0.0,0.31065,0.03723,0.12380999999999999,0.0929,0.03178,0.24224,0.28792,0.6362300000000001,0.22428,0.7358600000000001,0.0,0.79973,0.8225899999999999,0.8225899999999999,-0.629,0.08309,-0.54418,-0.73757,-0.8313799999999999,0.0717,-0.38034,0.0,-0.39000999999999997,0.51066,0.08362,0.09233999999999999,0.06577999999999999,0.007790000000000001,0.05089,0.06226,0.08269,0.3315,0.14379,0.12357,0.00505,0.0,0.0,0.77778,0.14014000000000001,0.14014000000000001,0.14014000000000001,0.33601,0.07703,0.09676,0.21857,0.024069999999999998,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.380809999999999,1.97117,4.56502,0.0,0.0,9.54749,0.0,0.0,0.0,3.3709300000000004,3.4237599999999997,3.61136,0.25719000000000003,0.28443,0,0.03721,0.13016,0.06425,0.08216,0.21882,0.51861,0.06847,0.12334,0.72675,0.03428,-0.09767999999999999,0.48265,0.11205,0.05042,0.19699,0.07235,0.30713,0.10800000000000001,0.013080000000000001,0.26504,0.0,0.0,0.0,3.34542,0.0,0
Sr2Bi2Br2O4,0.00264,0.07842,0.12707000000000002,0.10343,0.09245,0.2752,0.46015,0.90271,0.21552,0.22462,0.45633,0.22866,0.11886,0.01651,0.33403,0.07587,0.28257,0.18608,0.8012199999999999,0.06677999999999999,0.732,0.39311,0.74142,0.78151,0.7006899999999999,-0.26475,0.08119,-0.94963,-0.73531,-1.0,0.18151,-0.27591,0.55991,-0.61775,0.6269399999999999,0.047510000000000004,0.22546,0.13387000000000002,0.03651,0.05212000000000001,0.13677,0.0037799999999999995,0.50161,0.05197,0.00045,0.00323,0.0,0.02179,0.03444,0.13159,0.06796,0.00433,0.0,0.13402,0.38035,0.15086,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.81049,-2.98406,-2.81049,-2.81049,-13.23215,-13.23215,0.0,0.0,0.0,-2.98406,-2.81049,-2.81049,0.2124,0.22554000000000002,0,0.00848,0.15433,0.18337,0.12491,0.2392,0.48318999999999995,0.16546,0.17507999999999999,0.5602600000000001,0.17021,-0.09112,0.31376,0.11932000000000001,0.15344000000000002,0.01945,0.14853,0.0,0.09183999999999999,0.10805999999999999,0.11137999999999999,0.0,0.0,0.0,-2.98406,0.0,0
