Monolayer,Atom_EA_Min,Atom_HardnessRB_StDiv,Atom_IP8_Min,Atom_Inv_Diff_IP2_IP4_StDiv,Atom_Inv_Diff_IP5_IP6_StDiv,Atom_Inv_Diff_IP7_IP8_StDiv,Atom_Inv_Mult_EA_ThermalExpansion_Range,Atom_Inv_Mult_ENGhosh2010_Group_Max,Atom_Inv_Mult_IP8_HeatCap_Median,Atom_Inv_Mult_IP8_LatticeConstant_StDiv,Atom_Inv_Mult_PoissonRatio_Ntotal_StDiv,Atom_Inv_Mult_SpeedSound_TDebye0_Min,Atom_Inv_Mult_SpeedSound_Zeff_Min,Atom_Inv_Mult_ThermalExpansion_Group_Min,Atom_Inv_Mult_ThermalExpansion_MolarVol_Median,Atom_Inv_Mult_dHAtom_Density_StDiv,Atom_Inv_Mult_dHFus_PoissonRatio_Min,Atom_Inv_SQR_RadiiBatsanov_Min,Atom_Log_Mult_IP1_MolarVol_Min,Atom_Log_Mult_IP1_MolarVol_Range,Atom_Log_Mult_IP8_LatticeConstant_Min,Atom_Log_Mult_PoissonRatio_Nvalence_Range,Atom_Log_Mult_dHFus_ThermalExpansion_Min,Atom_Log_Mult_dHVap_ThermalExpansion_Max,Atom_Log_Mult_dHVap_ThermalExpansion_Min,Atom_Log_Ratio_Density_BulkModule_Min,Atom_Log_Ratio_Density_Mass_StDiv,Atom_Log_Ratio_ENGhosh2010_Group_Min,Atom_Log_Ratio_IP1_IP8_Median,Atom_Log_Ratio_IP1_IP8_Min,Atom_Log_Ratio_IP4_EA_StDiv,Atom_Log_Ratio_IP5_IP6_Min,Atom_Log_Ratio_PoissonRatio_Ntotal_Range,Atom_Log_Ratio_RadiiCordero08_MolarVol_Max,Atom_Log_Ratio_SpeedSound_BulkModule_Min,Atom_Log_Ratio_dHFus_TDebye0_StDiv,Atom_MolarVol_Min,Atom_Mult_EA_DipolePolaris_StDiv,Atom_Mult_EA_YoungsModule_Median,Atom_Mult_EA_dHFus_StDiv,Atom_Mult_IP1_Period_StDiv,Atom_Mult_IP7_EA_Min,Atom_Mult_LatticeConstant_RadiiBatsanov_Min,Atom_Mult_ThermalCond_MolarVol_Mean,Atom_Mult_ThermalCond_MolarVol_Median,Atom_Mult_ThermalCond_YoungsModule_Min,Atom_Mult_ThermalExpansion_BulkModule_StDiv,Atom_Mult_ThermalExpansion_TDebye0_StDiv,Atom_Ratio_BulkModule_Nvalence_Max,Atom_Ratio_EA_ThermalExpansion_Max,Atom_Ratio_EA_ThermalExpansion_Median,Atom_Ratio_EA_ThermalExpansion_Min,Atom_Ratio_ENARrev_YoungsModule_StDiv,Atom_Ratio_IP1_TDebye0_Min,Atom_Ratio_IP7_MolarVol_StDiv,Atom_Ratio_dHFus_dHAtom_StDiv,Atom_Ratio_dHVap_YoungsModule_StDiv,CN_Se_Mean,CrystSyst_hexagonal,CrystSyst_trigonal,EState_DistTopo_Cd_ENGhosh2010,EState_DistTopo_Cd_IP3,EState_DistTopo_Si_ENARrev,EState_Dist_Cd_EA,EState_Dist_Cd_ENARrev,EState_Dist_Hf_EA,EState_Dist_Mo_ENARrev,EState_Dist_Ni_ENARrev,EState_Dist_Pd_EA,EState_Dist_Pd_ENARrev,EState_Dist_Ti_ENARrev,EState_Topo_Cd_ENARrev,EState_Topo_Cd_ENGhosh2010,EState_Topo_Cd_Zeff,EState_Topo_Cd_dHAtom,EState_Topo_In_IP3,EState_Topo_Mo_ENGhosh2010,EState_Topo_Mo_Zeff,EState_Topo_Pd_IP1,EState_Topo_Ti_Zeff,Moment_ENGhosh2010_2,Moment_Mass_1,Moment_N_d_2,Moment_N_f_2,Moment_N_f_3,Moment_PoissonRatio_3,Moment_TCritical_1,Moment_TCritical_2,Moment_TCurie_3,Moment_ThermalExpansion_1,Moment_ThermalExpansion_2,Moment_YoungsModule_2,Ratio_ac,Ratio_bc,SG164,c,
Ba4Sb4Se8F4,0.00734,0.10315,0.10588,0.1639,0.25137,0.25367,0.14525,0.41401,0.35691,0.18706,0,0.15527,0.05941,0.01803,0.22609,0.01758,0.57037,0.16598,0.80258,0.03797,0.71663,0,0.75938,0.77163,0.65198,-0.42033,0.07715,-0.56595,-0.70633,-0.9625,0.13073,-0.34277,0,-0.59562,0.68007,0.0773,0.14546,0.0765,0.02446,0.04976,0.06245,0.00869,0.38035,0.04354,0.00163,0.00007,0.01401,0.04219,0.04667,0.17817,0.10218,0.01314,0.3597,0.13536,0.09484,0.14879,0.08965,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18119,3.20586,4.74031,0,0,15.53435,0,0,0,3.13784,4.74031,4.74031,0.20139,0.20343,0,31.06868,
Mo1Te2-T1,0.03793,0,0.14991,0.09447,0.14765,0.01402,0,0.40597,0.28899,0.05676,0,0.19864,0.02158,0.23214,0.4213,0.03601,0.08037,0.27438,0.66663,0.16186,0.7035,0,0.76643,0.7698,0.7698,-0.71249,0.08449,-0.55631,-0.66476,-0.7233,0.06222,-0.13508,0,-0.41848,0.48784,0.02642,0.12182,0.02144,0.1026,0.02422,0.07007,0.06562,0.30372,0.09075,0.01171,0.00163,0,0,0.21296,0.29131,0.29131,0.29131,0.06095,0.058,0.07008,0.09881,0.00705,0,0,1,0,0,0,0,0,0,0.05171,0,0,0,0,0,0,0,0,0,0.67728,-0.05,0,0,1.15329,1.86714,1.18352,0,0,-0.0001,0.00534,0.00023,0,0.00534,0.00023,0.30674,0.14346,0.14346,1,23.81178,
Ta4Ni2Se14,0.0164,0.05257,0.14572,0.10442,0.2221,0.07371,0.00872,0.38282,0.35691,0.00786,0.069,0.15527,0.02791,0.08031,0.09567,0.00078,0.08815,0.25,0.62238,0.18376,0.70546,0.21855,0.78802,0.82275,0.70004,-0.688,0.06835,-0.52741,-0.70633,-0.73441,0.08286,-0.38533,0.12258,-0.3869,0.43793,0.10512,0.08558,0.04885,0.02446,0.01805,0.05981,0.02687,0.32323,0.03619,0.00163,0.00007,0.10134,0.04331,0.22222,0.16158,0.10218,0.09593,0.29444,0.05541,0.06349,0.05756,0.01498,0.57143,0,0,0,0,0,0,0,0,0,-9.38468,0,0,0,0,0,0,0,0,0,0,0,0,-1.73068,-6.16137,-1.73068,-1.73068,-17.31703,-17.31702,-7.25802,-1.73068,-17.31702,-5.68176,-1.73068,-1.73068,0.0989,0.41271,0,35.0003,
Zr1Ti1Te4,0.00401,0.03939,0.14016,0.11818,0.21423,0.08717,0.10515,0.40597,0.28899,0.06924,0.00416,0.19864,0.0209,0.08638,0.3985,0.04786,0.15111,0.22873,0.68062,0.14787,0.69817,0.02205,0.71181,0.79225,0.78373,-0.72938,0.05953,-0.55631,-0.66476,-0.77368,0.15931,-0.10719,0.01353,-0.43882,0.57079,0.06707,0.13818,0.12732,0.1026,0.09457,0.11137,0.00777,0.29121,0.02534,0.01171,0.00163,0,0.02512,0.15278,0.14017,0.07868,0.01719,0.05867,0.05624,0.05313,0.1494,0.06775,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.00636,0,0,0,0,0,0,0,0,-4.45,-0.95919,-3.11048,-0.96756,0,0,-11.60737,-2.04835,-1.18043,0,-1.33849,-0.77135,-0.83711,0.16672,0.2893,0,23.21473,
Ge2Sb2Te5,0.05317,0.02234,0.14572,0.14813,0.35,0.10286,0.0062,0.41401,0.28899,0.00764,0,0.19864,0.03533,0.25325,0.42313,0.03312,0,0.25,0.74309,0.08539,0.74105,0,0.78117,0.73416,0.65198,-0.60777,0.03711,-0.56595,-0.66476,-0.74686,0.04608,-0.34277,0,-0.56282,0.57079,0.02561,0.17701,0.06718,0.1026,0.04465,0.08394,0.08565,0.42089,0.0597,0.01171,0.00163,0.00054,0.00233,0.10528,0.38443,0.2813,0.17817,0.02481,0.07326,0.03773,0.03334,0.00205,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43065,1.34251,2.44944,0,0,0,0,0,0,1.43498,2.48546,2.08014,0.12192,0.12192,1,34.79684,
Cr2Ge2Te6,0.03431,0.01373,0.14991,0.16928,0.28203,0.10514,0.00262,0.40597,0.28899,0.08287,0,0.19864,0.01961,0.22741,0.40392,0.03653,0.09561,0.27438,0.61782,0.21067,0.72219,0,0.68573,0.73416,0.71842,-0.71024,0.09354,-0.55631,-0.66476,-0.79522,0.06785,-0.15382,0,-0.38192,0.55867,0.08799,0.0939,0.05849,0.1026,0.06036,0.12144,0.07572,0.27107,0.06418,0.01171,0.00163,0.02449,0.00938,0.14815,0.38443,0.32126,0.25808,0.05543,0.03863,0.12664,0.08907,0.00013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58278,1.97322,3.65412,0,0,11.7223,0,0,0,2.67629,4.63547,2.98974,0.2945,0.2945,0,23.4446,
As4S2O12,0.04085,0.04723,0.1887,0.09395,0.13325,0.11504,0,0.39608,0.21552,0.11613,0,0,0.48319,0,0,0.02772,0,0.28792,0.76903,0.09897,0.76066,0,0,0,0,-0.30784,0.01065,-0.54418,-1,-1,0.03618,-0.38034,0,-0.5529,0,0,0.16818,0.05848,0.00779,0.06092,0.07557,0.08269,0.38873,0.02759,0.00009,0.00505,0,0,0.02444,0,0,0,0,0.12008,0.27989,0.2297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87668,2.24645,5.64086,0,0,0,0,0,0,0,0,5.64086,0.20178,0.47744,0,23.62963,
Zr1P2H2O6,0.02168,0.07646,0.14016,0.11545,0.16853,0.14901,0,0.41613,0.21552,0.09682,0,0.2603,0.02659,0.13033,0.53027,0.01252,0.15111,0.22873,0.71984,0.14816,0.69817,0,0.71181,0.78373,0.78373,-0.41166,0.01742,-0.56848,-1,-1,0.01952,-0.70574,0,-0.48196,0,0.24152,0.14831,0.06921,0.03515,0.01673,0.09669,0.03343,0.18939,0.00578,0.00009,0.01949,0,0,0.01222,0.14017,0.14017,0.14017,0,0.07914,0.28626,0.05874,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46293,1.86849,4.74819,0,0,13.04479,2.74137,4.74819,0,2.74137,4.74819,4.74819,0.21015,0.21015,0,26.08957,
Zn8Se4Cl8O12,0,0.05139,0.1823,0.11919,0.11795,0.13361,0,0.41907,0.28135,0.07205,0.00258,0.15527,0.03816,0.07379,0.06539,0.09417,0.31746,0.27438,0.7075,0.1605,0.70608,0.50066,0.78802,0.78848,0.70004,-0.52258,0.07489,-0.57194,-0.79126,-1,0.07472,-0.20771,0.00224,-0.46694,0.61942,0.04028,0.11896,0.12351,0,0.03659,0.08416,0,0.25647,0.05094,0.00009,0.00007,0.12675,0.05189,0.19444,0.10218,0,0,0.35427,0.09878,0.32193,0.13132,0.03197,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10682,3.79641,5.10679,0,0,3.0661,3.79647,5.10677,0,3.7964,5.10679,5.10678,0.29055,0.39087,0,26.13074,
Co1Cl2,0.03367,0.03854,0.16543,0.03457,0.04768,0.17225,0,0.37993,0.28135,0.01242,0,0.33241,0.0279,0.12857,0.11061,0.01805,0.1786,0.3025,0.62923,0.23128,0.68822,0,0.79586,0.8214,0.8214,-0.68805,0.13387,-0.52369,-0.79126,-0.79126,0.0987,-0.20771,0,-0.36492,0.50492,0,0.08662,0.0488,0.16784,0.0026,0.05394,0.05981,0.23049,0.04245,0.00003,0.26389,0,0,0.11111,0.09547,0.09547,0.09547,0,0.05927,0.12222,0.03408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0687,-1.89014,-1.74123,0,0,-11.31894,0,0,-11.31894,-2.71438,-1.74123,-1.74123,0.15381,0.15391,0,22.64196,
Ta1S2-T1,0.0164,0.07066,0.14572,0.08273,0.19886,0.16459,0,0.39608,0.44179,0.04964,0,0.24679,0.13806,0.14739,0.37129,0.03091,0.08815,0.25,0.69967,0.10721,0.70546,0,0.80688,0.81709,0.81709,-0.56878,0.0385,-0.54418,-0.83138,-0.83138,0.09299,-0.38533,0,-0.42931,0.43793,0,0.14091,0.03015,0.07274,0.02565,0.10392,0.02687,0.33434,0.03975,0.00061,0.13386,0,0,0.22222,0.09593,0.09593,0.09593,0,0.10617,0.06816,0.11508,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93182,1.47044,2.93026,2.93026,11.53477,11.53477,1.69179,2.93026,0,1.69179,2.93026,2.93026,0.14667,0.14667,1,23.06955,
Hf1Se2-T1,0.01675,0.00028,0.14467,0.06183,0.18653,0.08553,0.00048,0.38282,0.35691,0.00313,0.00087,0.15527,0.07006,0.08031,0.09567,0.00074,0.13542,0.23901,0.71765,0.08849,0.70074,0.10588,0.74582,0.78596,0.70004,-0.48326,0.02241,-0.52741,-0.70633,-0.72298,0.09289,-0.20809,0.00075,-0.47218,0.51151,0.09182,0.17455,0.03821,0.02446,0.00797,0.01419,0.02722,0.33058,0.02075,0.00163,0.00007,0.02398,0.05023,0.15278,0.10466,0.10218,0.10218,0.16871,0.09369,0.00651,0.0499,0.04261,0,0,1,0,0,0,0,0,0.08971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09536,1.27309,1.42343,0,-0.00027,7.45411,0,0,0,2.51174,1.45015,0.31955,0.15542,0.15542,1,23.26589,
Pu2Br6,0.00508,0,0.11427,0.02932,0.02964,0.31317,0,0.37705,0.50347,0,0,0.3109,0.10086,0.01193,0.05674,0.05964,0.7,0.3025,0.68366,0.18249,0.8236,0,0.72496,0.93617,0.93617,0.11349,0.07312,-0.51993,-0.67122,-0.6962,0.17528,-0.28338,0,-0.4361,0,0,0.15961,0.12066,0.01162,0.05639,0.03407,0.00664,0.57268,0.00429,0.00045,0.00817,0,0,0.00151,0.00401,0.00401,0.00401,0,0.10119,0.02217,0.11607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54536,1.00079,5.32259,6.84333,12.21095,12.21095,0,0,0,1.00079,6.84333,6.84333,0.16392,0.37362,0,24.42191,
V2Cu2O8,0.0267,0,0.17402,0.04382,0.09471,0.18729,0.00288,0.39463,0.21552,0.07438,0.10648,0.29845,0.02444,0.11054,0.15322,0.03811,0.15146,0.28792,0.63623,0.23177,0.72045,0.61625,0.78173,0.82259,0.79825,-0.74716,0.06535,-0.54236,-1,-1,0.02627,-0.38983,0.19476,-0.39001,0.51066,0.03845,0.09234,0.10027,0.138,0.04471,0.02154,0.05541,0.28425,0.09864,0.00009,0.04962,0.07187,0.03043,0.77778,0.14014,0.12866,0.11717,0.00331,0.05849,0.22746,0.11776,0.01597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60656,2.31343,3.7993,0,0,11.27786,2.81444,6.17387,0,1.88195,4.12831,4.61844,0.24955,0.27372,0,22.55572,
Ga2S2-T1,0.02183,0.03703,0.17822,0.14309,0.13407,0.08005,0,0.4072,0.44413,0.03484,0,0.40457,0.06162,0.02012,0.0212,0.03288,0,0.27438,0.6765,0.13038,0.76421,0,0.9682,1,1,-0.51455,0.03136,-0.5578,-0.81776,-0.83138,0.11793,-0.15624,0,-0.5256,0.60134,0,0.15325,0.04517,0,0.00403,0.05491,0.04232,0.43485,0.03296,0.03296,0,0,0,0.1037,0.0067,0.0067,0.0067,0,0.06386,0.06251,0.04284,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50449,0.56949,2.08748,0,0,0,0,2.08748,0,0,2.08748,0,0.14674,0.14674,0,24.64034,
Mo1Se2-T1,0.03793,0,0.15054,0.03362,0.01951,0.11763,0.01309,0.38282,0.35691,0.01088,0.15523,0.15527,0.02158,0.08031,0.09567,0.01246,0.08037,0.27438,0.66663,0.1395,0.7035,0.02274,0.76643,0.7698,0.70004,-0.71249,0.0611,-0.52741,-0.70633,-0.7233,0.05549,-0.13508,0.20486,-0.41848,0.48784,0.07668,0.12182,0.03276,0.02446,0.05105,0.02593,0.06562,0.30372,0.08403,0.00163,0.00007,0.0559,0.04366,0.21296,0.29131,0.10218,0.10218,0.36153,0.058,0.03765,0.08909,0.0231,1,0,1,0,0,0,0,0,0,-0.72777,0,0,0,0,0,0,0,0,0,0.36476,-0.05,0,0,1.10868,1.51296,1.12344,0,0,7.98227,0,0,0,2.28415,1.31876,0.08048,0.13822,0.13822,1,23.46304,
Ti2Cl2O2,0.00401,0.10788,0.17871,0.07445,0.06139,0.15723,0,0.37993,0.28135,0.06049,0,0.28145,0.0209,0.08638,0.26673,0.0159,0.15971,0.26176,0.68062,0.18738,0.71569,0,0.75574,0.79225,0.79225,-0.72938,0.07311,-0.52369,-0.79126,-1,0.18909,-0.20771,0,-0.43882,0.59271,0,0.13818,0.11292,0.01109,0.03418,0.085,0.00777,0.29121,0.01486,0.00009,0.03208,0,0,0.15278,0.01719,0.01719,0.01719,0,0.05624,0.31766,0.0986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.24526,0,0,0,0,0,0,0,0,-0.70833,2.95945,0.81575,2.95945,0,0,12.61828,0.81575,2.95945,0,0.81575,2.95945,2.95945,0.1293,0.15636,0,25.23656,
Cu2Se2,0.06273,0,0.17402,0.14734,0.1518,0.01294,0.00546,0.39463,0.4157,0.01277,0.09118,0.15527,0.03723,0.08031,0.09429,0.01277,0.24224,0.3025,0.63623,0.16991,0.73586,0.64096,0.78802,0.82259,0.70004,-0.629,0.09711,-0.54236,-0.72195,-0.73757,0.04936,-0.14753,0.09025,-0.39001,0.51066,0.00594,0.09234,0.00079,0.10948,0.01787,0.06283,0.12006,0.3315,0.27219,0.27219,0.00007,0.14903,0.00106,0.77778,0.14014,0.12116,0.10218,0.37797,0.07703,0.10241,0.04587,0.01832,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91505,0.91505,0.91505,0,0,11.54062,0,0,0,0.91505,0.91505,0.91505,0.15858,0.15858,0,23.08124,
Zn1W1O4,0,0.11312,0.14802,0.12784,0.12863,0.1989,0,0.41907,0.21552,0.07308,0.13242,0.28276,0.03816,0.07379,0.25954,0.08708,0.07467,0.27438,0.68455,0.18345,0.70193,0.44089,0.75264,0.79456,0.78848,-0.63532,0.04338,-0.57194,-1,-1,0.00626,-0.155,0.08868,-0.40897,0.41759,0.13065,0.11896,0.10909,0.20308,0.07145,0.11876,0,0.25647,0.08627,0.00009,0.15818,0.0535,0.10529,0.28704,0.33941,0.1697,0,0.04306,0.07103,0.27607,0.13993,0.01176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58711,1.73207,2.9474,4.59052,11.57723,11.57829,-0.03401,2.33004,0,0.22232,2.58847,4.11183,0.21133,0.21276,0,21.57614,
Nb2I2O4,0.04538,0.07944,0.14257,0.16723,0.0973,0.25775,0,0.39914,0.25291,0.23232,0,0.27052,0.03202,0.1272,0.31984,0.08115,0.1393,0.26176,0.68181,0.20659,0.7026,0,0.7849,0.82305,0.82305,-0.68361,0.07346,-0.54796,-0.8609,-1,0.07282,-0.40596,0,-0.4372,0.46665,0.02879,0.14065,0.25202,0.11365,0.07965,0.15884,0.07444,0.32576,0.0285,0.00115,0.07159,0,0,0.18889,0.22915,0.22915,0.22915,0,0.08472,0.36324,0.18192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90535,-1.97971,-1.90535,0,0,-13.70008,-1.97971,-1.90535,0,-1.97971,-1.90535,-1.90535,0.13908,0.1445,0,27.40015,
V4O10,0.0267,0,0.18194,0.05265,0.11292,0.19641,0,0.26269,0.21552,0.05664,0,0.29845,0.02444,0.11054,0.21354,0.01547,0.15146,0.28792,0.63964,0.22836,0.72045,0,0.78173,0.79825,0.79825,-0.74716,0.05336,-0.34205,-1,-1,0.02947,-0.38983,0,-0.39222,0.5178,0,0.10805,0.08625,0.08151,0.0357,0.00176,0.05541,0.28425,0.01399,0.00009,0.04962,0,0,0.17778,0.11717,0.11717,0.11717,0,0.05849,0.22441,0.1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.11439,5.9639,12.11439,0,0,2.58353,5.71264,12.11439,0,5.71263,12.11439,12.11439,0.1474,0.47156,0,24.22877,
Fe2Se2,0.00766,0.04206,0.15836,0.1561,0.15875,0.02096,0.06587,0.38282,0.4825,0.03079,0.11812,0.15527,0.02473,0.08031,0.11261,0.00503,0.19614,0.3025,0.63936,0.16678,0.69862,0.05765,0.7576,0.80487,0.70004,-0.703,0.09711,-0.52741,-0.7079,-0.70947,0.17936,-0.16041,0.12581,-0.37244,0.52633,0.01874,0.09208,0.11328,0.03152,0.02989,0.05737,0.01319,0.26354,0.05494,0.05494,0.00007,0.12641,0.00018,0.11806,0.10218,0.06306,0.02394,0.38164,0.05731,0.08293,0.029,0.02652,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75775,0.91925,2.75775,0,0,11.38951,0,0,11.38951,0.91925,2.75775,2.75775,0.16142,0.16142,0,22.77902,
Tc2P6,0.02792,0.08645,0.15725,0.04885,0.2569,0.02908,0,0.41613,0.50816,0.02777,0,0,0,0,0,0.02377,0,0.28792,0.654,0.16936,0.69247,0,0,0,0,-0.41166,0.06897,-0.56848,-0.814,-0.814,0.00431,-0.70574,0,-0.40996,0,0,0.11208,0.055,0,0.03569,0.02778,0.03383,0.2579,0.02157,0.00077,0,0,0,0.01222,0,0,0,0,0.05425,0.04649,0.08694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.66303,-0.79855,-13.66303,0,0,0,-0.79855,-13.66303,0,0,0,0,0.11689,0.17214,0,27.32606,
Lu2I2O2,0.01726,0.07538,0.14257,0.15062,0.04967,0.23506,0,0.39914,0.23166,0.23317,0,0,0.48319,0.05628,0.38719,0.08014,0.11073,0.23482,0.72566,0.16274,0.70969,0,0.80086,0.78962,0.78962,-0.3607,0.05817,-0.54796,-0.77463,-1,0.12002,-0.22165,0,-0.52163,0,0.04859,0.22546,0.22245,0.02824,0.06634,0.16688,0.0278,0.36583,0.01886,0.0022,0.01386,0,0,0.08815,0.06426,0.06426,0.06426,0,0.10257,0.36069,0.18417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88137,0.96046,2.88137,2.88137,12.98165,12.98165,0.96046,2.88137,0,0.96046,2.88137,2.88137,0.14797,0.14797,0,25.9633,
Zr3Te6Cl36,0.02168,0.04821,0.14016,0.11339,0.22907,0.22417,0,0.40597,0.28135,0.06023,0,0.19864,0.02799,0.13033,0.53027,0.03068,0.15111,0.22873,0.71984,0.14066,0.69817,0,0.71181,0.78373,0.78373,-0.53622,0.0281,-0.55631,-0.79126,-0.79126,0.05351,-0.20771,0,-0.48196,0.57079,0.04055,0.18208,0.03623,0.1026,0.05342,0.04113,0.03343,0.34109,0.00563,0.00003,0.00163,0,0,0.06019,0.14017,0.14017,0.14017,0.05831,0.07914,0.00829,0.1297,0.08673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89251,2.90431,4.9864,0,0,9.5664,3.72563,6.45299,0,3.72563,6.45299,5.55209,0.39816,0.39816,0,28.07124,
Cu2As4S3Cl2,0.04085,0.02023,0.17402,0.08178,0.18696,0.13073,0,0.39608,0.37393,0.06527,0,0.31065,0.03723,0.12381,0.0929,0.03178,0.24224,0.28792,0.63623,0.22428,0.73586,0,0.79973,0.82259,0.82259,-0.629,0.08309,-0.54418,-0.73757,-0.83138,0.0717,-0.38034,0,-0.39001,0.51066,0.08362,0.09234,0.06578,0.00779,0.05089,0.06226,0.08269,0.3315,0.14379,0.12357,0.00505,0,0,0.77778,0.14014,0.14014,0.14014,0.33601,0.07703,0.09676,0.21857,0.02407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38081,1.97117,4.56502,0,0,9.54749,0,0,0,3.37093,3.42376,3.61136,0.25719,0.28443,0,24.07492,
Sr2Bi2Br2O4,0.00264,0.07842,0.12707,0.10343,0.09245,0.2752,0.46015,0.90271,0.21552,0.22462,0.45633,0.22866,0.11886,0.01651,0.33403,0.07587,0.28257,0.18608,0.80122,0.06678,0.732,0.39311,0.74142,0.78151,0.70069,-0.26475,0.08119,-0.94963,-0.73531,-1,0.18151,-0.27591,0.55991,-0.61775,0.62694,0.04751,0.22546,0.13387,0.03651,0.05212,0.13677,0.00378,0.50161,0.05197,0.00045,0.00323,0,0.02179,0.03444,0.13159,0.06796,0.00433,0,0.13402,0.38035,0.15086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.81049,-2.98406,-2.81049,-2.81049,-13.23215,-13.23215,0,0,0,-2.98406,-2.81049,-2.81049,0.2124,0.22554,0,26.46431,
In2Cl2O2,0.01949,0.08871,0.13639,0.0663,0.05683,0.23516,0,0.43519,0.28135,0.14861,0,0.31442,0.13897,0.07521,0.10585,0.05016,0,0.25,0.71672,0.15128,0.73546,0,0.69182,0.86177,0.86177,0.07994,0.048,-0.59051,-0.79126,-1,0.118,-0.20771,0,-0.55746,0.8088,0,0.20467,0.09819,0.00511,0.03449,0.07981,0.02925,0.46364,0.08225,0.00009,0.01139,0,0,0.00087,0.02238,0.02238,0.02238,0,0.17873,0.34302,0.06339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.6436,0,0,0,0,3.08532,0.89117,3.08532,0,0,0,0.89117,3.08532,0,0.89117,3.08532,3.08532,0.1389,0.1603,0,25.6635,
Ta2Fe2Te6,0.00766,0.04127,0.14572,0.17492,0.34217,0.06893,0.06456,0.40597,0.28899,0.0655,0.15993,0.19864,0.02473,0.12591,0.25041,0.02694,0.08815,0.25,0.63936,0.18913,0.69862,0.11311,0.7576,0.81709,0.80487,-0.703,0.10033,-0.55631,-0.66476,-0.70947,0.15311,-0.38533,0.15748,-0.37244,0.43793,0.10831,0.09208,0.14532,0.1026,0.09393,0.08375,0.01319,0.26354,0.05228,0.01171,0.00163,0.05551,0.05229,0.22222,0.09593,0.05994,0.02394,0.06293,0.05731,0.09233,0.14974,0.02707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.74649,-3.08138,-1.74649,-1.74649,-11.70488,-11.70488,-2.01519,-1.74649,-11.70488,-2.01519,-1.74649,-1.74649,0.14657,0.43448,0,23.83115,
Ir2Br6,0.07941,0.08029,0.11008,0.03553,0.11712,0.26677,0,0.37705,0.50347,0.01102,0,0.2969,0.11548,0.26116,0.287,0.01137,0.09333,0.3025,0.68861,0.17755,0.69027,0,0.76081,0.79858,0.79858,-0.60829,0.10912,-0.51993,-0.67122,-0.67122,0.03215,-0.20595,0,-0.41664,0.41939,0,0.11065,0.02519,1,0.06206,0.04396,0.09731,0.35262,0.06131,0.00045,1,0,0,0.19753,0.45737,0.45737,0.45737,0,0.07386,0.04605,0.0346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.47106,-6.49478,-3.52702,-2.77659,10.62418,10.62418,-6.19935,-2.77659,0,-6.19935,-2.77659,-2.77659,0.29803,0.29888,0,21.43422,
