Monolayer,Atom_EA_Min,Atom_HardnessRB_StDiv,Atom_IP8_Min,Atom_Inv_Diff_IP2_IP4_StDiv,Atom_Inv_Diff_IP5_IP6_StDiv,Atom_Inv_Diff_IP7_IP8_StDiv,Atom_Inv_Mult_EA_ThermalExpansion_Range,Atom_Inv_Mult_ENGhosh2010_Group_Max,Atom_Inv_Mult_IP8_HeatCap_Median,Atom_Inv_Mult_IP8_LatticeConstant_StDiv,Atom_Inv_Mult_PoissonRatio_Ntotal_StDiv,Atom_Inv_Mult_SpeedSound_TDebye0_Min,Atom_Inv_Mult_SpeedSound_Zeff_Min,Atom_Inv_Mult_ThermalExpansion_Group_Min,Atom_Inv_Mult_ThermalExpansion_MolarVol_Median,Atom_Inv_Mult_dHAtom_Density_StDiv,Atom_Inv_Mult_dHFus_PoissonRatio_Min,Atom_Inv_SQR_RadiiBatsanov_Min,Atom_Log_Mult_IP1_MolarVol_Min,Atom_Log_Mult_IP1_MolarVol_Range,Atom_Log_Mult_IP8_LatticeConstant_Min,Atom_Log_Mult_PoissonRatio_Nvalence_Range,Atom_Log_Mult_dHFus_ThermalExpansion_Min,Atom_Log_Mult_dHVap_ThermalExpansion_Max,Atom_Log_Mult_dHVap_ThermalExpansion_Min,Atom_Log_Ratio_Density_BulkModule_Min,Atom_Log_Ratio_Density_Mass_StDiv,Atom_Log_Ratio_ENGhosh2010_Group_Min,Atom_Log_Ratio_IP1_IP8_Median,Atom_Log_Ratio_IP1_IP8_Min,Atom_Log_Ratio_IP4_EA_StDiv,Atom_Log_Ratio_IP5_IP6_Min,Atom_Log_Ratio_PoissonRatio_Ntotal_Range,Atom_Log_Ratio_RadiiCordero08_MolarVol_Max,Atom_Log_Ratio_SpeedSound_BulkModule_Min,Atom_Log_Ratio_dHFus_TDebye0_StDiv,Atom_MolarVol_Min,Atom_Mult_EA_DipolePolaris_StDiv,Atom_Mult_EA_YoungsModule_Median,Atom_Mult_EA_dHFus_StDiv,Atom_Mult_IP1_Period_StDiv,Atom_Mult_IP7_EA_Min,Atom_Mult_LatticeConstant_RadiiBatsanov_Min,Atom_Mult_ThermalCond_MolarVol_Mean,Atom_Mult_ThermalCond_MolarVol_Median,Atom_Mult_ThermalCond_YoungsModule_Min,Atom_Mult_ThermalExpansion_BulkModule_StDiv,Atom_Mult_ThermalExpansion_TDebye0_StDiv,Atom_Ratio_BulkModule_Nvalence_Max,Atom_Ratio_EA_ThermalExpansion_Max,Atom_Ratio_EA_ThermalExpansion_Median,Atom_Ratio_EA_ThermalExpansion_Min,Atom_Ratio_ENARrev_YoungsModule_StDiv,Atom_Ratio_IP1_TDebye0_Min,Atom_Ratio_IP7_MolarVol_StDiv,Atom_Ratio_dHFus_dHAtom_StDiv,Atom_Ratio_dHVap_YoungsModule_StDiv,CN_Se_Mean,CrystSyst_hexagonal,CrystSyst_trigonal,EState_DistTopo_Cd_ENGhosh2010,EState_DistTopo_Cd_IP3,EState_DistTopo_Si_ENARrev,EState_Dist_Cd_EA,EState_Dist_Cd_ENARrev,EState_Dist_Hf_EA,EState_Dist_Mo_ENARrev,EState_Dist_Ni_ENARrev,EState_Dist_Pd_EA,EState_Dist_Pd_ENARrev,EState_Dist_Ti_ENARrev,EState_Topo_Cd_ENARrev,EState_Topo_Cd_ENGhosh2010,EState_Topo_Cd_Zeff,EState_Topo_Cd_dHAtom,EState_Topo_In_IP3,EState_Topo_Mo_ENGhosh2010,EState_Topo_Mo_Zeff,EState_Topo_Pd_IP1,EState_Topo_Ti_Zeff,Moment_ENGhosh2010_2,Moment_Mass_1,Moment_N_d_2,Moment_N_f_2,Moment_N_f_3,Moment_PoissonRatio_3,Moment_TCritical_1,Moment_TCritical_2,Moment_TCurie_3,Moment_ThermalExpansion_1,Moment_ThermalExpansion_2,Moment_YoungsModule_2,Ratio_ac,Ratio_bc,SG164,c,
Bi1Te1I1-T1,0.04784,0.0162,0.1279,0.12424,0.3058,0.20983,0,0.90271,0.28899,0.10831,0,0.19864,0.08993,0.20789,0.34285,0.03326,0.28257,0.22873,0.80122,0.08718,0.732,0,0.74142,0.70069,0.70069,-0.53622,0.02285,-0.94963,-0.66476,-0.67765,0.06886,-0.27591,0,-0.61775,0.57079,0.0364,0.26571,0.13753,0.06956,0.0671,0.05819,0.06784,0.42089,0.01548,0.01171,0.00163,0,0,0.06019,0.13159,0.13159,0.13159,0.01167,0.20505,0.0221,0.09065,0.02576,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23868,1.59189,2.53121,3.79682,13.60742,13.60742,0,0,0,2.1921,3.79682,2.34559,0.1843,0.1843,0,23.78858,
Cr2O2F2,0.03431,0.08551,0.19369,0.07302,0.10019,0.20836,0,0.26269,0.21552,0.05542,0,0.34798,0.01961,0.22741,0.3181,0.02666,0.09561,0.28792,0.61782,0.25018,0.72219,0,0.68573,0.71842,0.71842,-0.71024,0.08457,-0.34205,-0.9625,-1,0.05516,-0.18436,0,-0.38192,0.55867,0,0.0939,0.1066,0.22828,0.04233,0.05625,0.07572,0.27107,0.04328,0.00009,0.33114,0,0,0.14815,0.25808,0.25808,0.25808,0,0.03863,0.22719,0.14326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97115,0.75089,0.97115,0,0,12.13806,0,0,0,0.75089,0.97115,0.97115,0.12373,0.16002,0,24.27612,
Tm2Cl2O2,0.00081,0.15367,0.13943,0.0711,0.0434,0.2997,0,0.37993,0.24612,0.1006,0,0,0.48319,0.04189,0.31009,0.07185,0.11833,0.22873,0.75805,0.10995,0.70811,0,0.80466,0.75799,0.75799,-0.3577,0.0461,-0.52369,-0.79126,-1,0.27942,-0.23354,0,-0.5349,0.8088,0,0.22546,0.12029,0.00143,0.03596,0.07953,0.0013,0.37383,0.02073,0.00009,0.01588,0,0,0.08241,0.00225,0.00225,0.00225,0,0.10697,0.34711,0.18145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08056,0.92215,0,3.08056,12.91679,12.91679,0,0,12.91679,0.92215,3.08056,3.08056,0.14278,0.159,0,25.83359,
Sr2Al4Cl16,0.00264,0.05079,0.12707,0.14589,0.07813,0.19334,0.41705,0.47542,0.28135,0.12568,0.00761,0.29538,0.02364,0.01651,0.09333,0.00948,0.3053,0.18608,0.64986,0.21065,0.75966,0.22868,0.7725,0.85287,0.78151,-0.76378,0.08176,-0.63404,-0.79126,-0.92861,0.19526,-0.20771,0.04067,-0.48916,0.64711,0.06904,0.12987,0.08737,0.03668,0.0261,0.12695,0.00378,0.3905,0.10217,0.00003,0.2077,0,0.08092,0.14074,0.03506,0.03506,0.00433,0,0.04782,0.14235,0.04046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48568,11.97086,0,0,0,6.27052,11.97086,3.48568,0,11.97086,3.48568,3.48568,0.2792,0.50395,0,24.96876,
Sn6Sb6,0.05317,0.03673,0.14153,0.01166,0.17957,0.00123,0.01022,0.42358,0.32509,0.06992,0,0.21941,0.06221,0.11818,0.25807,0.00315,0.48,0.23901,0.75982,0.04275,0.74105,0,0.74929,0.84894,0.65198,-0.47394,0.01312,-0.5772,-0.68448,-0.70007,0.00837,-0.34277,0,-0.57006,0.59535,0.08666,0.21156,0.03222,0.06853,0.04351,0.04902,0.08565,0.45556,0.14518,0.14518,0.01667,0.06057,0.0251,0.08056,0.17817,0.13638,0.09458,0.00789,0.12767,0.00506,0.15937,0.05663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.92274,-6.11457,-0.91435,0,0,-21.66519,-7.1897,-0.73148,0,-6.48195,-0.85339,-0.92306,0.17076,0.50294,0,25.70216,
Cu4Bi7S12,0.04784,0.004,0.1279,0.08662,0.15413,0.16814,0.00096,0.90271,0.44179,0.07517,0.30194,0.22866,0.03723,0.12381,0.34285,0.08256,0.24224,0.22873,0.63623,0.17066,0.732,0.57463,0.74142,0.82259,0.70069,-0.629,0.08522,-0.94963,-0.83138,-0.83138,0.04654,-0.27591,0.22292,-0.39001,0.51066,0.07834,0.09234,0.0229,0.03651,0.03271,0.09045,0.06784,0.3315,0.10461,0.00061,0.00323,0.13562,0.05079,0.77778,0.14014,0.13159,0.13159,0.04569,0.07703,0.12768,0.12987,0.01165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.07109,-3.97127,-1.07543,-0.56332,-13.72516,-13.72515,0,0,0,-4.38501,-1.14497,-1.54761,0.13698,0.53357,0,28.78787,
Ge6P6,0.0379,0.05628,0.18493,0.01556,0.16221,0.06013,0,0.41613,0.43964,0.05852,0,0.2356,0.03533,0.43333,0.48975,0.01971,0,0.27438,0.74309,0.08027,0.7946,0,0.78117,0.73416,0.73416,-0.60777,0.02543,-0.56848,-0.78043,-0.814,0.03913,-0.70574,0,-0.56282,0.65941,0,0.17701,0.08009,0,0.13111,0.00107,0.12484,0.54573,0.07842,0.07842,0,0,0,0.10528,0.38443,0.38443,0.38443,0,0.07326,0.04927,0.25223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.76426,-5.52717,-0.60998,0,0,0,0,0,0,-6.06236,-0.60998,0,0.14642,0.43592,0,24.99598,
Cu2H2O4,0.03828,0.01145,0.17402,0.02425,0.00843,0.16668,0,0.39463,0.21552,0.08597,0,0.31065,0.02659,0.12381,0.0929,0.04843,0.24224,0.3025,0.63623,0.23177,0.73586,0,0.79973,0.82259,0.82259,-0.629,0.06804,-0.54236,-1,-1,0.00786,-0.14753,0,-0.39001,0.51066,0.19576,0.09234,0.10418,0.1945,0.04643,0.10245,0.12006,0.18939,0.13583,0.00024,0.65657,0,0,0.77778,0.14014,0.14014,0.14014,0,0.07703,0.22045,0.09909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.76396,-0.74501,-12.76396,0,0,-2.74295,0,0,0,-0.74501,-12.76396,-12.76396,0.11674,0.15024,0,25.52791,
Cu2I4O12,0.06273,0.06695,0.1581,0.14898,0.0106,0.11097,0,0.39914,0.21552,0.23239,0,0.31065,0.03723,0.12381,0.0929,0.08178,0.24224,0.2995,0.63623,0.25217,0.73586,0,0.79973,0.82259,0.82259,-0.629,0.08325,-0.54796,-1,-1,0.07221,-0.21224,0,-0.39001,0.51066,0.05547,0.09234,0.22339,0.1945,0.06815,0.15889,0.12006,0.3315,0.06085,0.00009,0.65657,0,0,0.77778,0.14014,0.14014,0.14014,0,0.07703,0.3355,0.18329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28171,1.4857,3.7203,0,0,13.3408,0,0,0,-0.56327,4.78325,4.78325,0.18133,0.23882,0,26.70538,
Nb3Br8,0.04538,0.01926,0.14257,0.0328,0.08681,0.25734,0,0.37705,0.50347,0.06052,0,0.27052,0.03202,0.1272,0.31984,0.03401,0.1393,0.26176,0.68181,0.18434,0.7026,0,0.7849,0.82305,0.82305,-0.68361,0.08817,-0.51993,-0.67122,-0.72181,0.06109,-0.40596,0,-0.4372,0.46665,0,0.14065,0.06002,0.11365,0.01342,0.09296,0.07444,0.32576,0.03077,0.00045,0.07159,0,0,0.18889,0.22915,0.22915,0.22915,0,0.08472,0.05238,0.04155,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02538,2.17203,2.99761,0,0,10.10599,0,4.11612,0,0,4.11612,4.11612,0.30012,0.30012,0,23.7551,
Cr4H4O8,0.03431,0.06481,0.19369,0.05086,0.02757,0.18835,0,0.26269,0.21552,0.0479,0,0.32766,0.01961,0.22741,0.3181,0.03159,0.09561,0.28792,0.61782,0.25018,0.72219,0,0.68573,0.71842,0.71842,-0.71024,0.06596,-0.34205,-1,-1,0.01887,-0.15382,0,-0.38192,0.55867,0.18559,0.0939,0.10692,0.22828,0.03958,0.09119,0.07572,0.18939,0.03257,0.00024,0.33114,0,0,0.14815,0.25808,0.25808,0.25808,0,0.03863,0.19537,0.13325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.01008,-10.85196,-3.01008,0,0,-2.62234,0,0,0,-10.85196,-3.01008,-3.01008,0.24129,0.27696,0,21.73666,
Nd2Te6,0.00822,0.07106,0.11951,0.13832,0.2553,0.07,0,0.40597,0.28899,0.0056,0,0.19864,0.07899,0.05804,0.46217,0.0211,0.36939,0.20158,0.75176,0.07673,0.69421,0,0.62804,0.76101,0.76101,-0.53622,0.00066,-0.55631,-0.66476,-0.72785,0.14088,-0.19451,0,-0.53878,0.57079,0.07807,0.26571,0.08889,0.1026,0.09776,0.07989,0.01121,0.41171,0.02548,0.01171,0.00163,0,0,0.06019,0.03158,0.03158,0.03158,0.03348,0.11726,0.01107,0.17828,0.05838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.71949,-1.09936,-14.71949,-14.71949,-2.95614,-2.95614,0,0,0,-1.09936,-14.71949,-14.71949,0.14937,0.14947,0,29.43898,
V2Mo2O10,0.0267,0,0.15054,0.09799,0.14183,0.23174,0.01051,0.26919,0.21552,0.07185,0.03302,0.26718,0.02158,0.11054,0.31742,0.0199,0.08037,0.27438,0.63964,0.22836,0.7035,0.00196,0.76643,0.79825,0.7698,-0.74716,0.04774,-0.3541,-1,-1,0.02271,-0.38983,0.08014,-0.39222,0.48784,0.03695,0.10805,0.11451,0.18959,0.06443,0.04488,0.05541,0.28425,0.04257,0.00009,0.04962,0.01786,0.01694,0.21296,0.29131,0.20424,0.11717,0.00218,0.058,0.24739,0.1355,0.02215,0,0,0,0,0,0,0,0,0,-36.84795,0,0,0,0,0,0,0,0,0,-17.4663,-0.8,0,0,3.80554,2.11739,4.95469,0,0,13.16775,1.65156,4.95469,0,1.65156,4.95469,4.95469,0.25085,0.25085,0,26.33551,
Ca2Co4Te6Cl4O16,0.00125,0.0825,0.14991,0.18394,0.23552,0.23839,0.97842,0.40597,0.24844,0.13529,0.12033,0.19864,0.02526,0.01666,0.11061,0.04944,0.1786,0.21007,0.62923,0.23877,0.68822,0.54716,0.78089,0.8214,0.78689,-0.68805,0.08752,-0.55631,-0.89563,-1,0.14892,-0.20771,0.33554,-0.36492,0.50492,0.10815,0.08662,0.1401,0.1026,0.08707,0.11252,0.00218,0.23049,0.08066,0.00009,0.00163,0.13756,0.01056,0.11111,0.09547,0.09547,0.00206,0.0595,0.05927,0.3473,0.20317,0.05859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13835,2.33434,4.10496,0,0,13.72874,0,0,13.72874,2.33434,4.6159,3.84192,0.23512,0.3323,0,27.51648,
Os1Cl2O1,0.05471,0.10154,0.10695,0.09929,0.12977,0.27959,0,0.37993,0.27102,0.08824,0,0.32244,0.10835,0.29132,0.35593,0.04108,0.07527,0.3025,0.67708,0.19092,0.64813,0,0.7532,0.79705,0.79705,-0.6908,0.09459,-0.52369,-0.79126,-1,0.0719,-0.20771,0,-0.40903,0.36627,0,0.10935,0.11178,0,0.08123,0.12825,0.06411,0.25161,0.03539,0.00006,0,0,0,0.32083,0.39544,0.39544,0.39544,0,0.06251,0.30764,0.0853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14044,0.4601,3.72673,3.72673,11.58425,11.58425,0,3.72673,0,0,3.72673,0,0.15524,0.16085,0,23.1685,
Sn2P2H2O8,0.0379,0.06985,0.14153,0.08787,0.15452,0.16773,0,0.42358,0.21552,0.17363,0,0.24863,0.02659,0.11818,0.15963,0.03411,0.48,0.23901,0.75982,0.10818,0.76703,0,0.74929,0.84894,0.84894,-0.47394,0.01828,-0.5772,-1,-1,0.02326,-0.70574,0,-0.57006,0.59535,0.18921,0.14831,0.09503,0.06732,0.01758,0.10045,0.08775,0.18939,0.02979,0.00009,0.04205,0,0,0.08056,0.09458,0.09458,0.09458,0,0.12767,0.30442,0.04695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88322,1.23055,3.65193,0,0,16.35881,0.23808,3.65193,0,0.23808,3.65193,3.65193,0.17481,0.22421,0,26.22039,
Nb1Te2,0.04538,0.00559,0.14257,0.08306,0.38124,0.03461,0,0.40597,0.28899,0.04236,0,0.19864,0.03202,0.1272,0.31984,0.04451,0.1393,0.26176,0.68181,0.14668,0.7026,0,0.7849,0.82305,0.82305,-0.68361,0.06889,-0.55631,-0.66476,-0.72181,0.04739,-0.40596,0,-0.4372,0.46665,0.01489,0.14065,0.05376,0.1026,0.03362,0.08226,0.07444,0.32576,0.04501,0.01171,0.00163,0,0,0.18889,0.22915,0.22915,0.22915,0.05924,0.08472,0.04718,0.151,0.06238,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88477,2.78229,0.83651,0,0,-0.00006,4.0568,1.67311,0,4.0568,1.67311,1.22108,0.14566,0.14566,0,23.87246,
Ba1B2Se6,0.00734,0.03694,0.10588,0.26716,0.01033,0.13348,0.13665,0.38282,0.35691,0.11932,0,0.15527,0.00542,0.01803,0.09567,0.03287,0.57037,0.16598,0.57099,0.26956,0.71663,0,0.75938,0.77206,0.70004,-1,0.14717,-0.52741,-0.70633,-0.71277,0.20721,-0.11691,0,-0.38302,0.69131,0.04226,0.05701,0.09864,0.02446,0.02395,0.14227,0.00869,0.38035,0.02068,0.00163,0.00007,0.05089,0.0477,0.34259,0.10218,0.10218,0.01314,0.26048,0.0194,0.05118,0.16285,0.06282,1.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.91999,0,0,0,-18.99311,0,0,0,-2.73039,0,0,0.14499,0.14499,0,44.61926,
Pd2Se16Cl4,0.02854,0.04297,0.1258,0.07567,0.16256,0.1625,0.00295,0.39645,0.35691,0.04713,0.08116,0.15527,0.04455,0.08031,0.09567,0.02259,0.21796,0.28792,0.67778,0.18272,0.70712,0.2466,0.78597,0.80689,0.70004,-0.61928,0.05345,-0.54463,-0.70633,-0.79126,0.05455,-0.20771,0.14212,-0.42103,0.43844,0.0323,0.11117,0.05111,0.02446,0.00363,0.01204,0.03968,0.36614,0.01188,0.00163,0.00007,0.08497,0.0197,0.1,0.10218,0.10218,0.08914,0.23878,0.10642,0.02813,0.03573,0.00646,2,0,0,0,0,0,0,0,0,0,0,-0.94959,-9.69577,0,0,0,0,0,0,0,0,-5.78978,0,-4.82906,-13.149,-4.9581,0,0,-4.81295,0,0,0,-13.149,-4.78718,-6.11096,0.3439,0.35722,0,26.29801,
Nb3I8,0.04538,0.00369,0.14257,0.02879,0.10677,0.23242,0,0.39914,0.29031,0.15722,0,0.27052,0.03202,0.1272,0.31984,0.07235,0.1393,0.26176,0.68181,0.20659,0.7026,0,0.7849,0.82305,0.82305,-0.68361,0.08869,-0.54796,-0.64186,-0.72181,0.06524,-0.40596,0,-0.4372,0.46665,0.02564,0.14065,0.03703,0.11365,0.00067,0.12749,0.07444,0.32576,0.03204,0.0022,0.07159,0,0,0.18889,0.22915,0.22915,0.22915,0,0.08472,0.06866,0.09815,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9571,1.50221,3.94103,0,0,9.88506,0,4.42164,0,0,4.42164,4.42164,0.31841,0.31841,0,24.05211,
P2Pb2,0.01848,0.07109,0.1258,0.0392,0.3176,0.17116,0,0.94545,0.36404,0.1186,0,0.30096,0.16034,0.08997,0.13622,0.12385,0.86094,0.22873,0.77952,0.04384,0.73485,0,0.73282,0.82605,0.82605,-0.41166,0.00808,-0.97239,-0.74169,-0.814,0.03306,-0.70574,0,-0.58513,0.50283,0,0.22104,0.00302,0.00705,0.00426,0.1011,0.02547,0.52273,0.06137,0.06137,0.00707,0,0,0.06389,0.02357,0.02357,0.02357,0,0.24436,0.10153,0.06873,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01796,1.7794,1.18091,1.18091,12.2153,12.2153,2.0454,1.18091,0,2.0454,1.18091,1.18091,0.16745,0.16745,0,24.43059,
Zr2Ge2Te2,0.02168,0.03926,0.14016,0.13299,0.25244,0.10704,0.00934,0.40597,0.37113,0.0463,0,0.19864,0.02799,0.13033,0.51001,0.04334,0.15111,0.22873,0.71984,0.10864,0.69817,0,0.71181,0.78373,0.73416,-0.60777,0.04251,-0.55631,-0.7222,-0.74686,0.07464,-0.14301,0,-0.48196,0.57079,0.03562,0.17701,0.05787,0.06888,0.08994,0.09311,0.03343,0.34109,0.07617,0.06074,0.00163,0,0.0075,0.10528,0.38443,0.2623,0.14017,0.06185,0.07326,0.03795,0.15029,0.09199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83202,0.94401,2.83202,0,0,13.39469,0.94401,2.83202,0,0.94401,2.83202,2.83202,0.14095,0.14095,0,26.78938,
Hg2P2Se6,0,0.04085,0.1194,0.10227,0.25934,0.09913,0,0.41613,0.35691,0.01437,0,0.15527,0.07006,0.0369,0.09567,0.36843,0.57037,0.28792,0.79261,0.03075,0.67084,0,0.73331,0.79109,0.70004,-0.41166,0.01099,-0.56848,-0.70633,-0.814,0.06434,-0.70574,0,-0.54843,0.9275,0.00862,0.18299,0.11367,0.02446,0.03542,0.16455,0,0.28143,0.00559,0.00163,0.00007,0.07751,0.01436,0.06944,0.10218,0.10218,0,0,0.22123,0.05917,0.06703,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88919,6.02205,2.88919,2.88919,12.16013,12.16013,6.02205,2.88919,0,6.02205,2.88919,2.88919,0.27101,0.27274,0,24.41249,
Si4O8-T1,0.07053,0.07847,0.31834,0.08097,0.07111,0.05583,0,0.44173,0.21552,0.06208,0,1,0.0637,1,1,0.0011,0,0.27438,0.72865,0.13935,0.85232,0,0.72469,0.66776,0.66776,-0.86021,0.01566,-0.59786,-1,-1,0.02913,-0.12008,0,-0.55253,0.47779,0,0.15662,0.10954,0.07907,0.22164,0.02033,0.23922,0.51115,0.11514,0.00009,0.08902,0,0,0.13889,1,1,1,0,0.04372,0.21208,0.31545,0,0,0,0,0,0,-23.28657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52922,6.75287,0,0,0,0,0,0,0,6.75287,2.52922,2.52922,0.37454,0.40989,0,13.50574,
Ti2Ge2O6,0.00401,0.10941,0.17871,0.07582,0.03475,0.14764,0.11449,0.39757,0.21552,0.12442,0,0.2356,0.0209,0.08638,0.37824,0.0181,0.15971,0.26176,0.68062,0.18738,0.71569,0,0.75574,0.79225,0.73416,-0.72938,0.02522,-0.54602,-1,-1,0.12377,-0.14301,0,-0.43882,0.59271,0.06025,0.13818,0.08609,0.01109,0.10457,0.02694,0.00777,0.29121,0.04016,0.00009,0.03208,0.03655,0.01762,0.15278,0.38443,0.20081,0.01719,0,0.05624,0.30536,0.20291,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-35.43154,0,0,0,0,0,0,0,0,-3.55,2.75486,1.43893,1.81194,0,0,14.12128,1.25535,3.62388,0,1.77125,2.73032,3.62388,0.20817,0.20817,0,24.12164,
Cr2Cl6-T1,0.03431,0.0218,0.19369,0.02267,0.05566,0.19015,0,0.37993,0.28135,0.01321,0,0.34798,0.01961,0.22741,0.3181,0.01084,0.09561,0.28792,0.61782,0.24269,0.72219,0,0.68573,0.71842,0.71842,-0.71024,0.11404,-0.52369,-0.79126,-0.79522,0.08733,-0.20771,0,-0.38192,0.55867,0,0.0939,0.00056,0.22828,0.00673,0.07948,0.07572,0.27107,0.03245,0.00003,0.33114,0,0,0.14815,0.25808,0.25808,0.25808,0,0.03863,0.13714,0.06742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.85694,-5.28124,-2.58856,0,0,11.28538,0,0,0,-5.61579,-2.58856,-2.58856,0.2635,0.26352,0,22.68419,
Mn1Br2,-0.05076,0.04245,0.20192,0.07352,0.01809,0.01104,0,0.37705,0.50347,0.06706,0,0.27088,0.02361,0.05991,0.07302,0.0049,0.1697,0.28792,0.63537,0.23078,0.8236,0,0.84161,0.82159,0.82159,-0.64345,0.1316,-0.51993,-0.67122,-0.78614,0.07635,-0.20595,0,-0.36809,0.58107,0,0.09545,0.33068,-0.23972,0.10442,0.12806,-0.08332,0.57268,0.00395,0.00045,0.0195,0,0,0.09524,-0.08623,-0.08623,-0.08623,0,0.06288,0.10536,0.0139,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02615,1.20815,1.99955,0,0,11.502,0,0,0,1.92407,3.33259,3.33259,0.16728,0.16728,1,23.004,
Ti2Cl6,0.00401,0.07388,0.17871,0.00204,0.06507,0.15223,0,0.37993,0.28135,0.00346,0,0.28145,0.0209,0.08638,0.26673,0.00644,0.15971,0.26176,0.68062,0.17988,0.71569,0,0.75574,0.79225,0.79225,-0.72938,0.07658,-0.52369,-0.79126,-0.79126,0.19777,-0.20771,0,-0.43882,0.59271,0,0.13818,0.10387,0.01109,0.02957,0.07782,0.00777,0.29121,0.01114,0.00003,0.03208,0,0,0.15278,0.01719,0.01719,0.01719,0,0.05624,0.05849,0.03575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.69167,0,0,0,0,0,0,0,0,-5.7,0,-1.69211,0,0,0,-12.90695,-1.00265,0,0,-1.00265,0,0,0.26059,0.26059,0,22.90594,
Zr3Mo6O24,0.02168,0.08062,0.14016,0.13695,0.11585,0.24166,0.00762,0.26919,0.21552,0.08694,0.04045,0.2603,0.02158,0.13033,0.4213,0.02035,0.08037,0.22873,0.66663,0.20137,0.69817,0.1139,0.71181,0.78373,0.7698,-0.71249,0.03507,-0.3541,-1,-1,0.01513,-0.13508,0.11106,-0.41848,0.48784,0.01412,0.12182,0.12436,0.29766,0.06895,0.05227,0.03343,0.30372,0.05083,0.00009,0.01949,0,0.00456,0.21296,0.29131,0.29131,0.14017,0.00264,0.058,0.2815,0.13201,0.07968,0,0,1,0,0,0,0,0,0,-47.69618,0,0,0,0,0,0,0,0,0,-39.82741,-5.45,0,0,4.53207,2.77527,4.72453,0,0,10.00017,2.79949,4.84886,0,2.90505,5.03169,4.61561,0.38299,0.38299,0,26.98948,
Li2W1S4,0.03137,0.06323,0.14802,0.02469,0.04415,0.14979,0.07587,0.39608,0.44179,0.04964,0,0.19556,0.00732,0.00404,0.06102,0.02834,0.07467,0.25,0.67517,0.13172,0.70193,0,0.73298,0.85193,0.79456,-0.69225,0.03872,-0.54418,-0.83138,-0.83138,0.0365,-0.13149,0,-0.40897,0.41759,0.20544,0.12299,0.14037,0.00367,0.06078,0.18511,0.06961,0.30468,0.10561,0.00061,0.00526,0.06236,0.17044,0.28704,0.33941,0.02514,0.02514,0.00803,0.05422,0.04228,0.07323,0.32858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71135,1.23836,5.97159,5.97159,11.24631,11.24631,0.07559,5.896,0,1.42328,4.54831,5.93682,0.26549,0.26549,0,22.49262,
